School Name,County,Avg. Annual Salaries Administrators,Avg. Annual Salaries Teachers,Avg. Annual Salaries Support Personnel
Heard-Mixon Elementary School,Newton County,104404.89,61209.86,75479.67
Porterdale Elementary School,Newton County,95698.0,56032.82,68539.33
RISE Academy,Newton County,96629.28,0,64634.57
Newton College and Career Academy,Newton County,101304.61,61093.04,67432.8
Crossroads GNETS Program,Newton County,86466.67,60434.67,68029.0
Rocky Branch Elementary School,Oconee County,92072.61,61680.72,74139.67
North Oconee High School,Oconee County,104867.78,66403.83,69081.6
High Shoals Elementary School,Oconee County,95306.87,63763.34,65347.33
Oconee County Primary School,Oconee County,97306.87,63574.35,66788.5
Oconee County Middle School,Oconee County,92775.23,63459.99,63143.23
Malcom Bridge Elementary School,Oconee County,95136.74,60698.94,67083.91
Malcom Bridge Middle School,Oconee County,106559.94,61836.29,71861.31
Oconee County High School,Oconee County,101911.19,66421.46,73640.32
Dove Creek Elementary School,Oconee County,101501.15,61188.56,66076.67
Oconee County Elementary School,Oconee County,100020.21,64735.16,68244.0
Colham Ferry Elementary School,Oconee County,96411.16,64368.69,66031.0
Oglethorpe County Middle School,Oglethorpe County,75022.83,61445.3,63881.31
Oglethorpe County Elementary School,Oglethorpe County,79863.28,56702.44,73526.51
Oglethorpe County Primary School,Oglethorpe County,77280.7,58603.94,60110.3
Oglethorpe County High School,Oglethorpe County,85021.4,57576.86,65319.08
Hiram High School,Paulding County,102295.01,69413.81,71936.17
Bessie L. Baggett Elementary,Paulding County,101638.32,66527.81,77524.0
Lillian C. Poole Elementary School,Paulding County,94267.99,62413.97,65816.67
South Paulding High School,Paulding County,98979.84,67443.14,78546.58
Sammy McClure Sr. Middle School,Paulding County,100167.83,65723.25,78984.5
North Paulding High School,Paulding County,102862.72,67544.65,78027.38
Burnt Hickory Elementary School,Paulding County,102910.48,66389.5,68490.5
WC Abney Elementary,Paulding County,95800.98,66528.28,76927.83
McGarity Elementary School,Paulding County,99793.32,63768.28,76183.75
South Paulding Middle School,Paulding County,89745.36,66111.03,79943.0
Floyd L. Shelton Elementary School at Crossroad,Paulding County,95019.48,66240.04,66939.57
Sam D. Panter Elementary School,Paulding County,98322.99,58776.51,71407.75
Nebo Elementary School,Paulding County,91954.32,67022.44,75287.25
C. A. Roberts Elementary School,Paulding County,101516.32,69845.07,78897.5
Lena Mae Moses Middle School,Paulding County,103434.53,65703.08,63632.0
Roland W. Russom Elementary,Paulding County,96756.73,65161.5,68966.6
Sara M. Ragsdale Elementary,Paulding County,95309.32,63313.07,79828.8
P. B. Ritch Middle School,Paulding County,89082.62,62925.13,76969.51
East Paulding High School,Paulding County,103127.44,69790.41,77802.17
J. A. Dobbins Middle School,Paulding County,100411.38,70221.0,67353.0
Connie Dugan Elementary School,Paulding County,96114.99,66412.5,73683.74
Hal Hutchens Elementary,Paulding County,93624.32,60588.04,71884.83
East Paulding Middle School,Paulding County,96555.78,67400.94,82537.0
Irma C. Austin Middle School,Paulding County,96882.03,68579.7,76803.25
Carl Scoggins Sr. Middle school,Paulding County,100209.78,67126.49,89712.01
Dallas Elementary School,Paulding County,92314.65,60206.03,76717.67
New Georgia Elementary School,Paulding County,99212.99,69870.96,66364.0
Herschel Jones Middle School,Paulding County,97104.53,64233.53,82961.0
Paulding County High School,Paulding County,99348.51,67912.7,76875.72
Hiram Elementary School,Paulding County,93311.23,67157.54,75625.8
New Hope Education Program,Paulding County,113066.4,76998.58,80721.43
Kay Road Elementary,Peach County,89701.5,60134.59,70206.25
Fort Valley Middle School,Peach County,89206.5,55755.88,58867.88
Byron Middle School,Peach County,93938.5,61421.91,63786.71
Hunt Elementary School,Peach County,90104.0,53384.24,67807.3
Byron Elementary School,Peach County,85377.0,53620.24,63434.25
Peach County High School,Peach County,100136.6,61645.96,73925.83
Trojan Academy Alternative Center,Peach County,96769.0,0,0
Hill City Elementary School,Pickens County,87883.95,60369.95,70663.88
Pickens County Junior High School,Pickens County,94616.05,63244.07,63292.0
Pickens County High School,Pickens County,90406.23,63775.96,71714.71
Jasper Middle School,Pickens County,91211.89,63055.11,68186.63
Tate Elementary School,Pickens County,87573.59,62739.39,68416.58
Pierce County High School,Pierce County,90797.41,61098.69,77002.88
Pierce County Middle School,Pierce County,86635.48,59800.38,68388.69
Blackshear Elementary School,Pierce County,86768.19,56004.95,60631.83
Patterson Elementary School,Pierce County,90598.03,60152.01,59366.0
Pike County Elementary School,Pike County,91193.17,59065.83,65737.22
Pike County Primary School,Pike County,90375.1,56700.78,69503.13
Pike County High School,Pike County,79672.14,61160.25,65431.19
Pike County Middle School,Pike County,90823.74,61070.74,72070.14
Zebulon High School,Pike County,95667.59,64328.0,0
Rockmart High School,Polk County,100486.63,62994.61,75964.94
Cedartown Middle School,Polk County,89780.21,58506.22,64912.6
Rockmart Middle School,Polk County,85085.94,62849.35,74901.19
Cherokee Elementary School,Polk County,88607.6,59046.05,69328.39
Northside Elementary,Polk County,90852.8,62198.37,77364.09
Harpst Academy,Polk County,75168.34,49313.19,77520.98
Van Wert Elementary School,Polk County,92373.44,57416.38,75009.65
Youngs Grove Elementary School,Polk County,90852.8,56725.78,63338.67
Cedartown High School,Polk County,90179.17,64728.73,69143.89
Polk County Charter Career Academy - Rockmart Campus,Polk County,72598.16,59630.61,0
Polk County Charter Career Academy - Cedartown Campus,Polk County,84672.15,57550.54,0
Pulaski County Middle School,Pulaski County,80678.2,52592.16,71453.62
Hawkinsville High School,Pulaski County,82662.53,61900.98,70245.25
Pulaski County Elementary School,Pulaski County,78988.5,56448.31,65501.27
L.I.T.T.L.E. Children Growing PreK,Pulaski County,78515.8,45718.36,0
Alternative Learning Center,Pulaski County,71850.0,71850.0,0
Putnam County Middle School,Putnam County,84000.0,56605.25,64947.55
Putnam County Primary School,Putnam County,87000.0,57474.08,68345.68
Putnam County Elementary School,Putnam County,94000.0,61307.88,73914.9
Putnam County High School,Putnam County,96295.89,63567.03,72571.7
Quitman County High School,Quitman County,76485.43,50133.39,0
Quitman County Elementary,Quitman County,90178.93,47552.6,43742.53
Rabun County Middle School,Rabun County,88309.5,61041.71,62263.5
Rabun County Elementary School,Rabun County,79300.67,59178.67,74071.0
Rabun County Primary School,Rabun County,88369.35,58174.61,64795.0
Rabun County High School,Rabun County,91224.71,62574.02,79131.8
Randolph Clay Middle School,Randolph County,86902.66,47715.06,38676.47
Randolph Clay High School,Randolph County,91698.31,54223.14,68645.96
Randolph County Elementary School,Randolph County,93593.69,50869.39,57262.0
Randolph County Educational Learning Center,Randolph County,62168.42,62168.42,0
Cross Creek High School,Richmond County,94041.6,54513.51,52953.5
Hephzibah Elementary School,Richmond County,84029.5,47963.84,61354.33
Freedom Park Elementary,Richmond County,88495.0,56681.28,59285.75
Wilkinson Gardens Elementary School,Richmond County,86543.5,56731.45,73710.5
Deer Chase Elementary School,Richmond County,105775.0,53010.41,76314.8
Pine Hill Middle School,Richmond County,90626.67,53244.05,57056.0
W.S. Hornsby Middle School,Richmond County,97694.67,40778.91,68778.25
Lamar - Milledge Elementary School,Richmond County,81891.5,55862.13,61207.97
Meadowbrook Elementary School,Richmond County,91885.0,48468.17,71123.33
Jamestown Elementary School,Richmond County,91729.5,52440.0,72852.0
Goshen Elementary School,Richmond County,89326.0,53483.61,66902.0
Glenn Hills Middle School,Richmond County,96107.67,46693.28,59962.0
Sue Reynolds Elementary School,Richmond County,91610.0,56330.13,60312.2
Diamond Lakes Elementary School,Richmond County,90287.5,52704.39,63603.8
Richmond County Technical Career Magnet School,Richmond County,92398.5,55723.25,64336.0
Willis Foreman Elementary School,Richmond County,88284.0,51801.42,63135.0
Tobacco Road Elementary School,Richmond County,92238.0,55267.32,64191.33
McBean Elementary School,Richmond County,90821.0,62521.83,68540.5
Lake Forest Hills Elementary School,Richmond County,93039.5,58746.19,61182.0
Jenkins-White Elementary School,Richmond County,85597.0,54713.66,62873.33
Spirit Creek Middle School,Richmond County,94373.0,54147.27,67355.6
Alternative Education Center at Lamar,Richmond County,88871.0,51186.57,63629.5
W.S. Hornsby Elementary School,Richmond County,98098.5,45750.75,55322.33
Belair K-8 School,Richmond County,76595.0,53907.77,55922.6
Richmond Hill K-8,Richmond County,82951.0,53301.82,67061.8
Butler High School,Richmond County,93466.5,53788.38,68076.75
Garrett Elementary School,Richmond County,96241.0,60350.31,72083.67
Langford Middle School,Richmond County,85186.25,49770.08,71400.6
Walker Traditional Elementary School,Richmond County,90039.33,60859.41,58919.75
Hephzibah Middle School,Richmond County,88845.33,53852.71,58616.25
Barton Chapel Elementary School,Richmond County,86699.5,54208.13,70792.67
Copeland Elementary School,Richmond County,91815.0,46971.86,69564.14
Glenn Hills Elementary School,Richmond County,76417.5,50641.91,63304.47
Hephzibah High School,Richmond County,91690.25,51438.52,65920.5
Merry Elementary School,Richmond County,87105.0,58094.67,69724.21
Warren Road Elementary School,Richmond County,81935.0,57100.32,65074.97
Bayvale Elementary School,Richmond County,93484.5,53580.37,64897.67
Glenn Hills High School,Richmond County,90771.0,50592.58,78060.67
Johnson Magnet,Richmond County,89965.33,59775.82,69736.75
Josey High School,Richmond County,98861.75,51105.74,61293.29
Blythe Elementary School,Richmond County,90843.5,61339.2,67111.5
Gracewood Elementary School,Richmond County,86770.0,54032.31,63485.25
Monte Sano Elementary School,Richmond County,90382.5,53560.4,63003.0
Academy of Richmond County High School,Richmond County,91760.0,55531.26,69194.63
Wheeless Road Elementary School,Richmond County,85911.0,55026.54,72544.0
Davidson Magnet School,Richmond County,98063.0,63097.11,64382.25
Terrace Manor Elementary School,Richmond County,90506.0,58235.38,78499.0
Dorothy Hains Elementary School,Richmond County,91729.5,54361.67,54721.75
Murphey Middle School,Richmond County,86927.33,48661.34,66797.67
Tutt Middle School,Richmond County,91356.33,55395.32,61607.5
Laney High School,Richmond County,94307.0,50463.64,62284.75
Reaching My Potential Through Manufacturing (RPM),Richmond County,106797.0,54677.75,80855.0
Lucy C. Laney Early College,Richmond County,0,53196.71,0
Marion E. Barnes Career Center,Richmond County,0,51327.5,0
Cyber Academy of Excellence,Richmond County,0,68470.0,0
Sand Hills GNETS Program,Richmond County,97193.5,47686.45,96615.0
Peek's Chapel Elementary,Rockdale County,96891.67,57322.42,58020.0
General Ray Davis Middle School,Rockdale County,93272.75,56473.59,77670.11
Hicks Elementary School,Rockdale County,97479.67,58670.42,77498.48
Honey Creek Elementary School,Rockdale County,94415.5,56432.71,66030.67
Barksdale Elementary School,Rockdale County,99726.48,59566.7,72664.74
Sims Elementary School,Rockdale County,89827.0,59708.25,67464.45
Salem High School,Rockdale County,99073.75,61316.19,72567.66
Shoal Creek Elementary School,Rockdale County,90621.5,57552.33,63950.16
Lorraine Elementary School,Rockdale County,88114.0,61747.13,67772.99
Conyers Middle School,Rockdale County,101137.0,55898.26,60362.78
Hightower Trail Elementary School,Rockdale County,92260.5,57760.25,68001.42
Memorial Middle School,Rockdale County,95739.5,58448.12,68638.95
Edwards Middle School,Rockdale County,98379.25,58580.82,69809.56
Pine Street Elementary School,Rockdale County,94936.5,54971.06,73952.78
Rockdale County High School,Rockdale County,103310.83,63177.71,67574.45
House Elementary School,Rockdale County,92657.28,58602.21,64341.54
Z_Open Campus,Rockdale County,96772.0,60454.43,78924.29
Rockdale Career Academy,Rockdale County,92046.25,61075.54,70775.2
z_Alpha Academy,Rockdale County,101343.0,61582.71,58900.38
Schley Middle High School,Schley County,87249.8,59963.4,59834.11
Schley County Elementary School,Schley County,92365.34,62286.62,74599.94
Screven County Elementary School,Screven County,83090.74,53002.27,66092.49
Screven County Middle School,Screven County,88101.78,56250.21,67640.44
Screven County High School,Screven County,92041.73,60035.35,70846.15
Seminole County Middle/High School,Seminole County,79718.91,58941.62,61212.37
Seminole County Elementary School,Seminole County,100140.52,57015.9,61724.79
Spalding High School,Griffin-Spalding County,98600.05,55584.64,72868.94
Moreland Road Elementary,Griffin-Spalding County,82707.0,57136.82,67261.62
Carver Road Middle School,Griffin-Spalding County,98524.67,50512.2,62020.91
Kennedy Road Middle School,Griffin-Spalding County,96590.0,53392.0,74853.73
Rehoboth Road Middle School,Griffin-Spalding County,105641.0,58121.9,63383.34
Griffin High School,Griffin-Spalding County,102878.45,57610.72,60382.33
Cowan Road Elementary School,Griffin-Spalding County,104983.0,54355.61,73302.64
Jordan Hill Road Elementary School,Griffin-Spalding County,91668.0,57961.27,59777.34
Futral Road Elementary School,Griffin-Spalding County,100876.0,61098.63,74314.01
Cowan Road Middle School,Griffin-Spalding County,91105.16,51885.05,54084.38
AZ Kelsey Academy,Griffin-Spalding County,96121.0,61862.2,61133.7
Anne Street Elementary School,Griffin-Spalding County,102913.0,53769.93,66689.56
Jackson Road Elementary School,Griffin-Spalding County,106619.5,55024.1,64551.26
Beaverbrook Elementary School,Griffin-Spalding County,117717.0,54077.7,79324.21
Crescent Road Elementary School,Griffin-Spalding County,108308.5,57454.43,74409.88
Moore Elementary School,Griffin-Spalding County,108308.5,54584.14,57575.76
Orrs Elementary School,Griffin-Spalding County,98337.0,54577.8,60552.7
Griffin Region College and Career Academy,Griffin-Spalding County,102681.64,44892.68,78147.4
Mainstay,Griffin-Spalding County,90686.0,51033.71,59309.29
Stephens County Middle School,Stephens County,75730.67,55726.69,61231.95
Big A Elementary School,Stephens County,85670.0,51793.86,65678.35
Toccoa Elementary School,Stephens County,79535.47,56943.23,64367.59
Stephens County Fifth Grade Academy,Stephens County,83283.0,59770.8,56019.72
Stephens County High School,Stephens County,81523.6,57200.13,62842.57
Stewart County Middle School,Stewart County,109260.56,61226.05,71160.09
Stewart County Elementary School,Stewart County,109260.56,51832.55,70688.4
Stewart County High School,Stewart County,107788.0,61207.04,71317.32
Sumter County Primary School,Sumter County,98513.1,54238.49,69283.34
Americus Sumter High School (Old Americus-Sumter HS S),Sumter County,91989.21,58326.06,70393.0
Sumter County Elementary School,Sumter County,94209.82,56308.74,68983.52
Sumter County Middle School,Sumter County,93783.63,52057.88,69291.53
Americus Sumter 9th Grade Academy,Sumter County,95509.11,51732.91,58745.3
Sumter County Intermediate School,Sumter County,89851.6,52835.32,63325.96
Central Elementary/High School,Talbot County,106113.64,58173.21,75317.0
Taliaferro County School,Taliaferro County,94237.71,55967.83,60624.74
North Tattnall Middle School,Tattnall County,76056.83,50810.09,60814.58
Tattnall County High School,Tattnall County,75022.84,54542.16,67781.56
South Tattnall Middle School,Tattnall County,77419.54,53608.55,67707.58
Collins Elementary School,Tattnall County,89825.3,54191.33,64514.2
Glennville Elementary School,Tattnall County,76317.35,55301.32,68111.79
Reidsville Elementary School,Tattnall County,91325.59,53325.3,65208.42
Warrior Academy,Tattnall County,0,71400.9,0
Taylor County Primary School,Taylor County,90948.2,56268.56,62134.77
Taylor County Upper Elementary,Taylor County,91663.2,58064.65,65812.31
Georgia Center,Taylor County,54287.0,56466.68,0
Taylor County High School,Taylor County,89853.2,61579.19,70622.14
Taylor County Middle School,Taylor County,94316.4,60095.08,77630.0
Telfair County Middle School,Telfair County,89213.48,57897.45,44924.59
Telfair County Elementary,Telfair County,82447.8,56319.18,65025.79
Telfair County High School,Telfair County,96664.58,67519.94,55062.99
Telfair Alternative Preparation School,Telfair County,75753.62,81465.31,0
Telfair County Pre-K,Telfair County,0,52663.0,0
Terrell High School,Terrell County,97806.45,60291.62,73484.71
Terrell Middle School,Terrell County,81171.95,57942.36,63201.67
Cooper-Carver Elementary School,Terrell County,74283.98,54261.42,69416.27
Bishop Hall Charter School,Thomas County,98648.4,63737.01,86725.06
Hand In Hand Primary,Thomas County,97041.73,53309.6,68657.09
The Renaissance Center for Academic and Career Development,Thomas County,96648.4,60242.45,66652.48
Thomas County Central High School,Thomas County,98498.27,61502.1,78775.99
Cross Creek Elementary School,Thomas County,94909.67,57554.02,67082.49
Thomas County Middle School,Thomas County,91469.6,56333.02,67323.23
Garrison-Pilcher Elementary School,Thomas County,91639.57,55256.59,62752.28
Pathways GNET Educational Program,Thomas County,93766.8,43494.14,68831.83
Annie Belle Clark Elementary School,Tift County,76404.62,56356.44,56205.86
G. O. Bailey Elementary School,Tift County,76048.63,52751.53,56995.38
Tift County High School,Tift County,78740.44,61166.51,65606.7
Eighth Street Middle School,Tift County,79979.56,56621.76,59148.23
J. T. Reddick Elementary School,Tift County,71950.39,55268.39,62858.5
Len Lastinger Elementary School,Tift County,74756.65,55317.65,63914.92
Northeast Middle School,Tift County,72810.99,54570.29,55403.43
Omega Elementary School,Tift County,69290.74,53839.08,61144.12
Matt Wilson Elementary School,Tift County,70460.57,51491.3,61057.42
Charles Spencer Elementary School,Tift County,75792.22,52168.67,64064.11
Sixth Street Academy Program,Tift County,95769.44,55979.59,75275.73
Tift County PreK Center,Tift County,73639.23,0,67028.57
Toombs County Middle School,Toombs County,80640.68,53768.81,68438.12
Lyons Primary School,Toombs County,73395.85,49648.5,69107.44
Toombs County High School,Toombs County,73237.84,57265.43,66389.13
Lyons Upper Elementary,Toombs County,75549.37,54446.56,64769.37
Toombs Central Elementary School,Toombs County,55346.37,53568.35,70258.77
Towns County Elementary School,Towns County,72794.83,55175.57,58788.8
Towns County Middle School,Towns County,103460.6,56037.31,72885.62
Towns County High School,Towns County,88690.96,65615.36,76221.17
Treutlen Elementary School,Treutlen County,81416.77,58746.09,68604.52
Treutlen Middle/High School,Treutlen County,79954.82,60034.42,60524.75
West Point Elementary School,Troup County,89624.7,58871.76,62387.78
Long Cane Elementary School,Troup County,92837.52,59243.91,61925.89
Gardner-Newman Middle School,Troup County,94116.2,54797.77,63539.38
Hollis Hand Elementary School,Troup County,89305.28,60134.71,54015.74
Callaway High School,Troup County,98082.51,54221.27,72569.92
Callaway Middle School,Troup County,92887.57,53787.13,70111.93
Franklin Forest Elementary,Troup County,83664.99,58503.96,65636.3
Bradfield Center - Ault Academy,Troup County,81602.1,50953.76,60964.32
Long Cane Middle School,Troup County,87188.46,57349.85,60932.65
Troup County High School,Troup County,92653.9,59621.48,65216.99
Hogansville Elementary School,Troup County,90906.74,53410.42,65294.61
Ethel W. Kight Elementary School,Troup County,93973.0,56245.5,58969.13
Clearview Elementary School,Troup County,83851.42,55146.37,60010.95
The Hope Academy School,Troup County,94015.59,64043.78,80755.16
LaGrange High School,Troup County,93462.84,61166.15,65404.88
Troup County Student Services Center Facility,Troup County,0,0,65252.52
Hillcrest Elementary School,Troup County,89253.05,61838.98,70395.9
Rosemont Elementary School,Troup County,89624.7,58012.11,53208.6
Berta Weathersbee Elementary School,Troup County,95865.47,57102.57,50612.07
THINC Academy Program,Troup County,109696.31,63348.29,98455.5
Troup County Career Center,Troup County,103455.5,63629.54,0
Turner County Middle School,Turner County,75729.11,51610.68,60479.84
Turner County Elementary School,Turner County,75491.25,56122.54,59328.86
Turner County High School,Turner County,73682.61,57454.08,58055.72
Jeffersonville Elementary,Twiggs County,96187.69,51211.33,72655.72
Twiggs County High School,Twiggs County,81720.23,52559.92,74785.74
Twiggs Middle School,Twiggs County,82869.0,51770.26,83598.0
Union County High School,Union County,89236.33,64596.09,75502.98
Union County Elementary School,Union County,89763.09,60002.63,67098.59
Union County Middle School,Union County,96503.22,62295.28,66601.12
Union County Primary School,Union County,87244.89,61384.74,68655.82
Woody Gap High/Elementary School,Union County,90292.69,62469.55,61981.0
Upson-Lee Primary School,Thomaston-Upson County,83807.4,56347.21,64642.13
Upson-Lee High School,Thomaston-Upson County,84957.35,54929.23,76728.38
Upson-Lee Elementary School,Thomaston-Upson County,85288.87,55922.03,60567.37
Upson-Lee Middle School,Thomaston-Upson County,84445.73,55996.66,61030.41
PreK,Thomaston-Upson County,70226.73,46822.66,0
Upson-Lee Alternative School,Thomaston-Upson County,94380.4,52592.33,0
Rock Spring Elementary School,Walker County,82715.61,51694.37,62122.71
Chattanooga Valley Middle School,Walker County,79647.12,54421.28,67133.48
Saddle Ridge Elementary and Middle School,Walker County,80032.06,51694.44,60770.22
LaFayette Middle School,Walker County,83630.78,50661.66,55554.81
Ridgeland High School,Walker County,92023.71,53926.35,60932.13
Rossville Elementary School,Walker County,82802.45,51611.26,63982.57
Gilbert Elementary School,Walker County,76742.11,50688.73,58473.79
LaFayette High School,Walker County,87588.94,51822.56,63434.14
Cherokee Ridge Elementary,Walker County,84055.53,54553.65,65257.25
North LaFayette Elementary School,Walker County,81493.16,52606.71,57892.64
Rossville Middle School,Walker County,75216.48,51352.56,62607.75
Fairyland Elementary School,Walker County,80179.77,55561.19,59369.43
Naomi Elementary School,Walker County,81232.63,52067.05,58579.25
Chattanooga Valley Elementary School,Walker County,83795.0,54271.42,59105.62
Stone Creek Elementary School,Walker County,78188.66,48807.57,60247.4
Atha Road Elementary School,Walton County,100600.97,66179.57,72664.22
Youth Middle School,Walton County,97558.79,67315.54,81299.45
Monroe Elementary,Walton County,111392.91,66455.97,76729.01
Walnut Grove High School,Walton County,108659.64,67011.69,83475.48
Bay Creek Elementary School,Walton County,111392.91,66334.35,73462.92
Loganville Elementary School,Walton County,104751.0,67734.46,74020.98
Carver Middle School,Walton County,107550.51,64024.83,86916.66
Loganville High School,Walton County,111882.62,68855.96,75566.27
Youth Elementary School,Walton County,100600.97,67942.25,79881.97
Monroe Area High School,Walton County,108083.94,69661.91,80652.0
Loganville Middle School,Walton County,100123.68,66825.1,69457.6
Walker Park Elementary School,Walton County,108235.44,68976.59,75714.66
Crossroads Alternative School,Walton County,106211.36,71118.35,0
Ware County High School,Ware County,110249.73,61688.71,68033.92
Williams Heights Elementary School,Ware County,98287.08,58355.77,57118.28
Waycross Middle School,Ware County,80999.53,54607.71,62465.04
Center Elementary School,Ware County,85280.41,54296.47,68265.02
Ware County Middle School,Ware County,91039.76,54057.01,63302.59
Ruskin Elementary School,Ware County,94820.85,55121.8,59697.59
Memorial Drive Elementary School,Ware County,85313.79,50764.29,66135.83
Waresboro Elementary School,Ware County,94239.13,58840.32,68132.57
Wacona Elementary School,Ware County,92739.49,56549.25,67070.59
DAFFODIL PREK,Ware County,109028.09,59926.3,45557.58
Warren County Middle School,Warren County,86917.02,57124.99,71563.58
Warren County High School,Warren County,92552.87,58618.61,71563.58
Freeman Elementary School,Warren County,94164.61,52937.03,57220.72
T. J. Elder Middle School,Washington County,85397.03,57702.78,70066.0
Washington County High School,Washington County,94491.57,63300.65,57427.25
Ridge Road Primary School,Washington County,86387.2,58485.95,65314.29
Ridge Road Elementary School,Washington County,80713.26,58500.92,72650.0
Washington County Alternative School,Washington County,90138.0,69015.2,0
Wayne County High School,Wayne County,80918.78,56554.76,58328.26
Martha Puckett Middle School,Wayne County,81049.38,55228.64,62424.42
Arthur Williams Middle School,Wayne County,68877.19,53965.69,70756.67
Martha Rawls Smith Elementary School,Wayne County,76497.19,51161.25,59168.71
Bacon Elementary School,Wayne County,73847.5,54567.49,60176.79
Jesup Elementary School,Wayne County,79394.06,55705.28,65820.66
Screven Elementary School,Wayne County,71935.35,56066.33,56482.55
Odum Elementary School,Wayne County,76746.51,55514.04,61928.85
Webster County Elementary/Middle School,Webster County,156819.96,52997.11,45890.08
Webster County High School,Webster County,105891.12,56697.63,0
Wheeler County Elementary School,Wheeler County,76278.4,57621.17,54990.52
Wheeler County Middle School,Wheeler County,79339.55,59109.55,69413.97
Wheeler County High School,Wheeler County,77617.62,50859.74,70196.84
Tesnatee Gap Elementary (Old White Co. Intermediate),White County,87707.5,58403.88,68134.2
Mount Yonah Elementary School,White County,90474.5,59726.0,72333.6
White County High School,White County,91904.83,63382.67,61646.55
Mossy Creek Elementary School,White County,85693.0,62231.44,72250.75
White County Middle School,White County,91243.5,59147.34,62570.89
Jack P Nix Elementary School,White County,88215.0,58072.2,64685.67
New Hope Middle School,Whitfield County,70885.0,63246.04,71782.48
Coahulla Creek High School,Whitfield County,71375.0,59901.49,64465.35
Northwest Whitfield County High School,Whitfield County,75964.0,64425.15,71983.5
New Hope Elementary School,Whitfield County,75842.0,64356.63,66065.75
Beaverdale Elementary School,Whitfield County,71748.5,57147.51,69436.0
Cedar Ridge Elementary,Whitfield County,79823.5,53983.13,63026.75
Southeast Whitfield County High School,Whitfield County,75377.75,59308.28,65226.0
Eastbrook Middle School,Whitfield County,78537.0,59251.42,75971.0
North Whitfield Middle School,Whitfield County,65750.0,61085.85,69086.75
Valley Point Middle School,Whitfield County,66678.0,61710.94,57717.67
Antioch Elementary School,Whitfield County,74791.5,60895.32,62950.25
Varnell Elementary School,Whitfield County,75903.0,63323.02,64457.75
Cohutta Elementary School,Whitfield County,73824.33,59653.57,63930.18
Dawnville Elementary School,Whitfield County,74852.5,60562.57,67541.75
Tunnel Hill Elementary School,Whitfield County,75788.52,63330.39,70229.71
Dug Gap Elementary School,Whitfield County,75903.0,60350.14,63843.75
Valley Point Elementary School,Whitfield County,70698.0,60723.01,63383.0
Northwest Georgia College & Career Academy Program,Whitfield County,78144.15,56929.47,60029.6
Whitfield County CrossRoads Academy,Whitfield County,83805.0,57666.71,62429.0
Wilcox County Middle School,Wilcox County,92905.2,59195.72,106469.1
Wilcox County Elementary School,Wilcox County,96208.61,60036.47,67018.17
Wilcox County High School,Wilcox County,92640.83,64702.28,88888.04
Wilcox Alternative Learning Center,Wilcox County,75063.12,65958.99,0
Washington-Wilkes Primary School,Wilkes County,84203.51,54718.57,65542.95
Washington-Wilkes Comprehensive High School,Wilkes County,88895.54,55783.91,65793.54
Washington-Wilkes Elementary School,Wilkes County,84917.87,52627.13,67375.47
Washington-Wilkes Middle School,Wilkes County,89726.39,54391.18,66495.6
CrossRoads,Wilkes County,0,72324.0,0
Wilkinson County Elementary School,Wilkinson County,86728.74,49937.86,64480.69
Wilkinson County Middle School,Wilkinson County,84968.85,52311.4,66961.23
Wilkinson County Primary School,Wilkinson County,90583.95,53287.3,59240.34
Wilkinson County High School,Wilkinson County,83955.95,53969.37,75181.44
Worth County Elementary School,Worth County,69732.0,56659.07,64828.0
Worth County High School,Worth County,67503.45,54346.33,59487.15
Worth County Middle School,Worth County,72071.0,58109.44,66532.26
Worth County Primary School,Worth County,66276.0,56681.63,60065.0
Worth County Achievement Center,Worth County,72071.0,63989.0,63989.0
Brown Middle School,Atlanta Public Schools,105997.67,62707.6,74485.46
Parkside Elementary School,Atlanta Public Schools,98458.67,65529.51,78138.47
Heritage Academy Elementary,Atlanta Public Schools,103244.0,64910.04,74904.47
Dobbs Elementary School,Atlanta Public Schools,103488.0,65310.05,74488.43
Finch Elementary,Atlanta Public Schools,103784.0,64376.66,76216.79
Early College High School at Carver,Atlanta Public Schools,107026.33,67311.12,73838.64
Kipp Strive Academy,Atlanta Public Schools,87316.71,54837.34,69214.53
Springdale Park Elementary School,Atlanta Public Schools,101417.33,64063.53,65863.99
KIPP VISION,Atlanta Public Schools,93402.59,54932.39,68067.61
Kindezi,Atlanta Public Schools,87992.39,56702.44,80250.98
Long Middle School,Atlanta Public Schools,98670.0,61724.51,78888.26
Bunche Middle School,Atlanta Public Schools,101155.5,59872.49,72949.18
Mays High School,Atlanta Public Schools,103638.05,64092.72,75132.6
"Maynard H. Jackson, Jr. High School",Atlanta Public Schools,105481.61,64218.49,82068.92
Sylvan Hills Middle School,Atlanta Public Schools,96099.0,59558.2,82749.24
North Atlanta High School,Atlanta Public Schools,106349.33,65936.4,77110.47
Cascade Elementary School,Atlanta Public Schools,100647.5,61931.1,76180.51
Centennial Academy,Atlanta Public Schools,102519.43,62047.32,74228.13
Charles R. Drew Charter School,Atlanta Public Schools,105511.42,64058.69,68581.44
Atlanta Neighborhood Charter - Middle,Atlanta Public Schools,99797.81,60147.65,74959.01
Hillside Conant School,Atlanta Public Schools,84956.67,51614.0,0
KIPP Atlanta Collegiate Academy,Atlanta Public Schools,93363.24,57320.87,68249.33
KIPP Strive Primary,Atlanta Public Schools,84476.32,53950.43,64565.33
