School Name,County,BS,MS,S,phd,Total,Post Grad Percentage,Total Students Enrolled,Teacher-Student Ratio,White Percentage,Black Percentage,Econ Disadvantaged Percentage
Robert Shaw Theme School,DeKalb County,10,20,2,0,32,0.6875,392,12.25,0.5,93.1,100.0
Mary McLeod Bethune Middle School,DeKalb County,18,17,11,5,51,0.6470588235294118,801,15.705882352941176,1.0,87.4,100.0
Chamblee Middle School,DeKalb County,25,37,4,2,68,0.6323529411764706,1045,15.367647058823529,43.8,21.5,27.4
Dekalb Early College Academy,DeKalb County,5,9,5,2,21,0.7619047619047619,313,14.904761904761905,2.2,77.0,66.8
Ronald E McNair Discover Learning Academy Elementary School,DeKalb County,14,20,8,2,44,0.6818181818181818,604,13.727272727272727,1.3,92.2,100.0
DeKalb School of the Arts,DeKalb County,6,14,5,5,30,0.8,415,13.833333333333334,36.4,54.2,25.3
Bob Mathis Elementary School,DeKalb County,9,23,5,0,37,0.7567567567567568,397,10.72972972972973,0.3,91.2,100.0
Stephenson High School,DeKalb County,22,41,18,6,87,0.7471264367816092,1421,16.333333333333332,1.3,91.6,62.5
DeKalb Alternative School,DeKalb County,4,22,7,2,35,0.8857142857142857,108,3.085714285714286,1.9,75.0,100.0
East DeKalb Special Education Center,DeKalb County,0,3,1,0,4,1.0,57,14.25,8.8,87.7,24.6
Stone Mountain Middle School,DeKalb County,22,38,11,4,75,0.7066666666666667,1180,15.733333333333333,1.9,77.5,100.0
The Champion Middle Theme School,DeKalb County,14,26,7,0,47,0.7021276595744681,770,16.382978723404257,0.3,95.8,69.6
Margaret Harris Comprehensive School,DeKalb County,3,10,1,0,14,0.7857142857142857,74,5.285714285714286,13.5,66.2,56.8
Stone Mill Elementary School,DeKalb County,14,21,8,0,43,0.6744186046511628,587,13.651162790697674,1.2,79.7,100.0
Miller Grove Middle School,DeKalb County,18,28,11,1,58,0.6896551724137931,849,14.637931034482758,0.4,93.6,100.0
Tucker Middle School,DeKalb County,28,36,18,3,85,0.6705882352941176,1306,15.364705882352942,9.6,55.9,61.5
"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",DeKalb County,22,41,14,5,82,0.7317073170731707,1270,15.487804878048781,0.2,95.9,54.1
Woodridge Elementary School,DeKalb County,13,17,5,4,39,0.6666666666666666,486,12.461538461538462,0.4,87.4,100.0
DeKalb PATH Academy Charter School,DeKalb County,11,7,4,2,24,0.5416666666666666,377,15.708333333333334,0.3,14.3,75.1
UHS of Laurel Heights,DeKalb County,3,1,3,0,7,0.5714285714285714,138,19.714285714285715,58.7,28.3,17.4
International Community School,DeKalb County,14,11,1,1,27,0.48148148148148145,418,15.481481481481481,18.2,36.8,73.7
Elizabeth Andrews High School,DeKalb County,12,28,5,5,50,0.76,507,10.14,1.4,69.6,41.2
Druid Hills Middle School,DeKalb County,27,34,9,6,76,0.6447368421052632,994,13.078947368421053,24.5,44.7,46.6
DeKalb Elementary School of the Arts,DeKalb County,14,24,6,3,47,0.7021276595744681,622,13.23404255319149,5.9,87.8,55.0
Brockett Elementary School,DeKalb County,20,14,1,1,36,0.4444444444444444,434,12.055555555555555,13.6,31.6,65.4
Chapel Hill Elementary School,DeKalb County,33,40,18,1,92,0.6413043478260869,804,8.73913043478261,13.8,62.6,52.4
Columbia Elementary School,DeKalb County,13,20,8,2,43,0.6976744186046512,448,10.418604651162791,0.0,96.7,100.0
Dresden Elementary School,DeKalb County,13,31,3,1,48,0.7291666666666666,607,12.645833333333334,0.3,1.2,67.9
Evansdale Elementary School,DeKalb County,13,31,6,0,50,0.74,627,12.54,22.6,24.6,48.0
McNair Middle School,DeKalb County,41,58,17,4,120,0.6583333333333333,972,8.1,0.6,92.3,100.0
Idlewood Elementary School,DeKalb County,25,30,13,3,71,0.647887323943662,917,12.915492957746478,2.6,77.8,100.0
Livsey Elementary School,DeKalb County,8,20,6,0,34,0.7647058823529411,347,10.205882352941176,38.6,18.4,38.6
Tucker High School,DeKalb County,30,67,15,5,117,0.7435897435897436,1748,14.94017094017094,9.2,60.9,52.9
Woodward Elementary School,DeKalb County,22,23,8,0,53,0.5849056603773585,589,11.11320754716981,0.8,3.2,100.0
Peachcrest Elementary School,DeKalb County,18,30,10,4,62,0.7096774193548387,646,10.419354838709678,1.9,87.2,100.0
Barack H. Obama Elementary Magnet School of Technology,DeKalb County,24,31,9,0,64,0.625,1009,15.765625,0.6,92.0,100.0
Doraville United Elementary School,DeKalb County,20,29,8,3,60,0.6666666666666666,725,12.083333333333334,0.1,1.1,54.2
Allgood Elementary School,DeKalb County,41,54,12,2,109,0.6238532110091743,941,8.63302752293578,40.7,38.0,58.1
Columbia High School,DeKalb County,15,33,8,6,62,0.7580645161290323,1064,17.161290322580644,1.1,94.2,100.0
Druid Hills High School,DeKalb County,24,59,8,2,93,0.7419354838709677,1389,14.935483870967742,30.2,40.7,38.4
Fernbank Elementary School,DeKalb County,17,37,6,1,61,0.7213114754098361,744,12.19672131147541,48.5,20.4,19.8
Henderson Mill Elementary School,DeKalb County,16,23,5,5,49,0.673469387755102,521,10.63265306122449,17.9,22.8,55.7
Indian Creek Elementary School,DeKalb County,22,28,12,4,66,0.6666666666666666,867,13.136363636363637,5.8,34.8,100.0
McLendon Elementary School,DeKalb County,14,18,4,1,37,0.6216216216216216,320,8.64864864864865,5.9,53.8,100.0
Midvale Elementary School,DeKalb County,16,23,2,0,41,0.6097560975609756,397,9.682926829268293,21.2,42.8,51.6
Cary Reynolds Elementary School,DeKalb County,16,24,7,3,50,0.68,491,9.82,0.6,2.6,82.3
Stone Mountain Elementary School,DeKalb County,17,15,5,2,39,0.5641025641025641,490,12.564102564102564,2.2,82.9,100.0
Ashford Park Elementary School,DeKalb County,25,26,5,1,57,0.5614035087719298,752,13.192982456140351,61.7,11.6,12.1
Briarlake Elementary School,DeKalb County,17,23,4,1,45,0.6222222222222222,404,8.977777777777778,39.4,28.5,28.2
Canby Lane Elementary School,DeKalb County,19,12,6,3,40,0.525,534,13.35,0.6,87.6,100.0
Chesnut Elementary School,DeKalb County,20,16,2,0,38,0.47368421052631576,458,12.052631578947368,21.6,30.3,38.4
Dunaire Elementary School,DeKalb County,17,20,2,0,39,0.5641025641025641,468,12.0,4.1,66.9,100.0
Flat Shoals Elementary School,DeKalb County,29,35,18,5,87,0.6666666666666666,725,8.333333333333334,3.0,79.7,62.3
Hambrick Elementary School,DeKalb County,14,18,11,2,45,0.6888888888888889,513,11.4,3.9,64.7,100.0
Jolly Elementary School,DeKalb County,21,25,7,3,56,0.625,683,12.196428571428571,4.7,48.5,100.0
Pleasantdale Elementary School,DeKalb County,13,34,9,1,57,0.7719298245614035,657,11.526315789473685,2.3,31.2,62.9
Rock Chapel Elementary School,DeKalb County,15,16,6,2,39,0.6153846153846154,525,13.461538461538462,1.5,87.0,76.8
Smoke Rise Elementary School,DeKalb County,8,18,9,5,40,0.8,414,10.35,6.3,46.4,57.0
Toney Elementary School,DeKalb County,11,15,7,2,35,0.6857142857142857,281,8.028571428571428,2.1,89.3,100.0
McNair High School,DeKalb County,13,26,8,1,48,0.7291666666666666,766,15.958333333333334,0.7,94.0,100.0
Briar Vista Elementary School,DeKalb County,15,23,4,0,42,0.6428571428571429,397,9.452380952380953,21.7,37.8,43.6
Murphey Candler Elementary School,DeKalb County,15,24,4,1,44,0.6590909090909091,538,12.227272727272727,1.1,92.4,100.0
Clarkston High School,DeKalb County,32,65,13,5,115,0.7217391304347827,1572,13.669565217391304,5.0,58.4,100.0
Cross Keys High School,DeKalb County,30,54,11,6,101,0.7029702970297029,1775,17.574257425742573,0.4,3.5,57.1
Hightower Elementary School,DeKalb County,21,26,5,3,55,0.6181818181818182,648,11.781818181818181,2.0,4.6,73.1
Kelley Lake Elementary School,DeKalb County,11,16,7,1,35,0.6857142857142857,347,9.914285714285715,0.9,95.1,100.0
Laurel Ridge Elementary School,DeKalb County,15,23,1,0,39,0.6153846153846154,369,9.461538461538462,41.5,18.4,29.5
Montclair Elementary School,DeKalb County,20,28,2,3,53,0.6226415094339622,694,13.09433962264151,0.4,8.1,100.0
Oakcliff Elementary School,DeKalb County,17,31,5,0,53,0.6792452830188679,618,11.660377358490566,1.1,5.0,63.8
Rainbow Elementary School,DeKalb County,6,18,7,2,33,0.8181818181818182,346,10.484848484848484,1.4,89.6,100.0
Rowland Elementary School,DeKalb County,17,17,8,2,44,0.6136363636363636,441,10.022727272727273,0.9,75.1,100.0
Snapfinger Elementary School,DeKalb County,13,27,3,1,44,0.7045454545454546,573,13.022727272727273,0.7,93.2,100.0
Stoneview Elementary School,DeKalb County,17,33,9,0,59,0.711864406779661,815,13.813559322033898,0.7,85.5,100.0
Towers High School,DeKalb County,13,33,8,1,55,0.7636363636363637,798,14.50909090909091,1.6,86.0,100.0
Coralwood Education Center,DeKalb County,6,17,2,2,27,0.7777777777777778,76,2.814814814814815,55.3,18.4,18.4
Avondale Elementary School,DeKalb County,15,21,2,1,39,0.6153846153846154,381,9.76923076923077,6.8,79.5,100.0
Chamblee Charter High School,DeKalb County,29,59,12,8,108,0.7314814814814815,1819,16.84259259259259,32.0,21.4,35.1
Dunwoody High School,DeKalb County,37,80,7,12,136,0.7279411764705882,2218,16.308823529411764,43.7,15.1,24.5
Huntley Hills Elementary School,DeKalb County,23,20,1,0,44,0.4772727272727273,464,10.545454545454545,16.8,26.7,51.9
Kingsley Elementary School,DeKalb County,21,20,3,1,45,0.5333333333333333,402,8.933333333333334,24.9,9.2,33.8
Montgomery Elementary School,DeKalb County,22,27,4,0,53,0.5849056603773585,723,13.641509433962264,58.0,14.7,8.9
Redan Elementary School,DeKalb County,11,25,5,2,43,0.7441860465116279,561,13.046511627906977,0.7,91.4,100.0
Sagamore Hills Elementary School,DeKalb County,18,20,1,1,40,0.55,444,11.1,48.0,18.2,23.4
Southwest DeKalb High School,DeKalb County,22,37,7,9,75,0.7066666666666667,1271,16.946666666666665,0.6,95.6,64.9
Dodge County High School,Dodge County,13,22,17,0,52,0.75,885,17.01923076923077,58.2,31.5,51.9
Dodge County Middle School,Dodge County,12,20,17,1,50,0.76,737,14.74,56.6,33.1,100.0
South Dodge Elementary School,Dodge County,16,20,17,1,54,0.7037037037037037,669,12.38888888888889,46.3,44.1,100.0
North Dodge Elementary School,Dodge County,15,15,21,1,52,0.7115384615384616,689,13.25,57.8,32.1,100.0
DAC (Dodge County Achievement Center),Dodge County,2,1,0,0,3,0.3333333333333333,65,21.666666666666668,52.3,43.1,80.0
Dooly County Elementary School,Dooly County,13,11,9,0,33,0.6060606060606061,529,16.03030303030303,9.6,68.1,100.0
Dooly County High School,Dooly County,10,12,1,1,24,0.5833333333333334,365,15.208333333333334,7.9,71.5,100.0
Dooly County Middle School,Dooly County,9,6,1,1,17,0.47058823529411764,305,17.941176470588236,11.5,64.3,100.0
Dooly County Prep Academy,Dooly County,0,1,0,1,2,1.0,11,5.5,0.0,90.9,100.0
Albany Middle School,Dougherty County,39,14,9,2,64,0.390625,1051,16.421875,3.3,91.4,100.0
Live Oak Elementary School,Dougherty County,22,13,8,2,45,0.5111111111111111,729,16.2,4.5,87.1,100.0
Robert A. Cross Middle Magnet,Dougherty County,18,11,9,1,39,0.5384615384615384,635,16.28205128205128,5.4,86.8,100.0
Robert H Harvey Elementary School,Dougherty County,10,16,5,1,32,0.6875,509,15.90625,0.8,97.4,100.0
Radium Springs Middle School,Dougherty County,22,16,6,2,46,0.5217391304347826,957,20.804347826086957,2.6,89.9,100.0
Lamar Reese School of the Arts,Dougherty County,14,11,6,0,31,0.5483870967741935,409,13.193548387096774,1.0,97.8,100.0
Lincoln Elementary Magnet School,Dougherty County,11,7,13,0,31,0.6451612903225806,544,17.548387096774192,1.7,96.7,100.0
Alice Coachman Elementary School,Dougherty County,15,7,9,0,31,0.5161290322580645,515,16.612903225806452,4.1,93.6,100.0
Monroe High School,Dougherty County,33,21,8,0,62,0.46774193548387094,1131,18.241935483870968,1.9,94.8,100.0
Dougherty Comprehensive High School,Dougherty County,25,22,8,2,57,0.5614035087719298,1150,20.17543859649123,3.5,89.6,100.0
Morningside Elementary School,Dougherty County,45,49,31,5,130,0.6538461538461539,882,6.7846153846153845,65.2,10.2,4.6
Turner Elementary School,Dougherty County,12,17,8,0,37,0.6756756756756757,428,11.567567567567568,4.0,88.3,100.0
Lake Park Elementary School,Dougherty County,32,33,18,0,83,0.6144578313253012,679,8.180722891566266,67.3,18.1,100.0
Merry Acres Middle School,Dougherty County,12,17,6,3,38,0.6842105263157895,764,20.105263157894736,4.5,91.5,100.0
Sherwood Acres Elementary School,Dougherty County,11,16,10,3,40,0.725,590,14.75,5.6,84.6,100.0
Westover High School,Dougherty County,22,24,12,2,60,0.6333333333333333,1380,23.0,6.4,87.8,100.0
International Studies Elementary Charter School,Dougherty County,10,11,8,2,31,0.6774193548387096,419,13.516129032258064,4.8,73.7,100.0
Radium Springs Elementary School,Dougherty County,15,12,8,0,35,0.5714285714285714,490,14.0,9.6,78.6,100.0
West Town Elementary School,Dougherty County,9,9,7,3,28,0.6785714285714286,420,15.0,0.7,97.1,100.0
Chapel Hill High School,Douglas County,28,37,14,1,80,0.65,1520,19.0,20.4,59.1,41.6
Yeager Middle School,Douglas County,10,22,5,1,38,0.7368421052631579,633,16.657894736842106,22.3,51.2,63.2
North Douglas Elementary School,Douglas County,19,19,4,2,44,0.5681818181818182,607,13.795454545454545,5.6,70.7,79.7
Bill Arp Elementary School,Douglas County,17,19,6,1,43,0.6046511627906976,675,15.69767441860465,31.7,38.2,66.5
Factory Shoals Middle School,Douglas County,18,16,13,3,50,0.64,901,18.02,6.7,73.5,60.7
Mason Creek Elementary School,Douglas County,15,24,7,1,47,0.6808510638297872,537,11.425531914893616,43.2,33.5,44.9
Mason Creek Middle School,Douglas County,24,27,12,0,63,0.6190476190476191,956,15.174603174603174,27.6,45.5,52.8
Lithia Springs Comprehensive High School,Douglas County,28,42,15,4,89,0.6853932584269663,1603,18.01123595505618,10.9,51.2,63.4
Arbor Station Elementary School,Douglas County,17,15,6,0,38,0.5526315789473685,630,16.57894736842105,14.6,56.5,56.5
Fairplay Middle School,Douglas County,9,15,8,0,32,0.71875,598,18.6875,70.1,14.5,31.1
Dorsett Shoals Elementary School,Douglas County,11,19,4,0,34,0.6764705882352942,475,13.970588235294118,31.8,35.8,65.9
Alexander High School,Douglas County,30,50,20,6,106,0.7169811320754716,2017,19.028301886792452,51.6,29.5,37.1
Chestnut Log Middle School,Douglas County,21,17,6,3,47,0.5531914893617021,855,18.19148936170213,10.5,61.8,73.9
South Douglas Elementary School,Douglas County,8,13,12,1,34,0.7647058823529411,561,16.5,73.6,13.9,27.3
Bright Star Elementary School,Douglas County,14,11,5,0,30,0.5333333333333333,525,17.5,10.9,68.6,72.4
Holly Springs Elementary,Douglas County,15,21,2,1,39,0.6153846153846154,579,14.846153846153847,17.3,57.5,44.7
New Manchester Elementary School,Douglas County,19,19,10,0,48,0.6041666666666666,838,17.458333333333332,4.8,78.6,61.6
New Manchester High School,Douglas County,30,48,17,7,102,0.7058823529411765,1823,17.872549019607842,5.6,78.1,54.4
Factory Shoals Elementary School,Douglas County,24,17,9,0,50,0.52,715,14.3,11.2,67.7,74.0
Sweetwater Elementary School,Douglas County,8,20,5,2,35,0.7714285714285715,516,14.742857142857142,11.0,50.0,74.4
Mirror Lake Elementary School,Douglas County,14,12,8,0,34,0.5882352941176471,507,14.911764705882353,21.3,53.1,50.3
Burnett Elementary School,Douglas County,6,20,4,1,31,0.8064516129032258,427,13.774193548387096,6.3,72.1,81.3
Brighten Academy,Douglas County,21,16,9,0,46,0.5434782608695652,856,18.608695652173914,20.0,62.7,35.6
Youth Villages at Inner Harbour,Douglas County,6,8,1,0,15,0.6,94,6.266666666666667,46.8,41.5,100.0
Winston Elementary School,Douglas County,6,18,5,0,29,0.7931034482758621,386,13.310344827586206,29.5,31.6,64.2
Beulah Elementary School,Douglas County,14,16,7,0,37,0.6216216216216216,465,12.567567567567568,17.0,32.0,69.9
Turner Middle School,Douglas County,14,26,7,2,49,0.7142857142857143,842,17.183673469387756,11.8,44.3,74.0
Lithia Springs Elementary School,Douglas County,23,13,3,1,40,0.425,562,14.05,16.2,32.9,77.9
Douglas County High School,Douglas County,36,57,13,7,113,0.6814159292035398,2115,18.716814159292035,10.5,67.9,56.8
Mount Carmel Elementary School,Douglas County,22,30,17,2,71,0.6901408450704225,632,8.901408450704226,22.2,56.6,55.4
Stewart Middle School,Douglas County,10,24,4,2,40,0.75,659,16.475,2.9,79.5,76.5
Annette Winn Elementary School,Douglas County,15,7,7,0,29,0.4827586206896552,417,14.379310344827585,10.1,47.2,72.9
Performance Learning Center,Douglas County,4,8,3,1,16,0.75,451,28.1875,8.0,85.6,100.0
Early County Elementary School,Early County,22,28,22,0,72,0.6944444444444444,753,10.458333333333334,20.5,72.4,100.0
Early County Middle School,Early County,19,12,5,0,36,0.4722222222222222,457,12.694444444444445,18.6,72.6,100.0
Early County High School,Early County,21,20,4,1,46,0.5434782608695652,585,12.717391304347826,26.8,69.1,100.0
Echols County Elementary/Middle School,Echols County,18,21,4,0,43,0.5813953488372093,644,14.976744186046512,46.3,2.6,100.0
Echols County High School,Echols County,3,8,3,0,14,0.7857142857142857,244,17.428571428571427,52.5,3.7,100.0
Springfield Elementary School,Effingham County,25,26,14,0,65,0.6153846153846154,651,10.015384615384615,61.9,25.2,49.8
Marlow Elementary School,Effingham County,27,28,17,0,72,0.625,775,10.76388888888889,79.4,6.8,29.0
Blandford Elementary School,Effingham County,29,42,7,2,80,0.6375,757,9.4625,62.6,19.0,43.3
South Effingham Elementary School,Effingham County,30,35,10,0,75,0.6,957,12.76,70.0,11.6,23.3
Guyton Elementary School,Effingham County,23,34,9,2,68,0.6617647058823529,683,10.044117647058824,69.1,17.7,51.4
South Effingham High School,Effingham County,45,71,14,5,135,0.6666666666666666,1911,14.155555555555555,71.4,11.9,26.7
Ebenezer Middle School,Effingham County,37,56,19,1,113,0.672566371681416,1002,8.867256637168142,61.1,19.7,36.1
Effingham County Middle School,Effingham County,28,55,23,2,108,0.7407407407407407,1117,10.342592592592593,62.8,22.5,46.6
Ebenezer Elementary School,Effingham County,26,30,11,1,68,0.6176470588235294,773,11.367647058823529,73.5,10.2,34.7
South Effingham Middle School,Effingham County,32,51,19,6,108,0.7037037037037037,1132,10.481481481481481,74.2,10.7,30.2
Effingham County High School,Effingham County,38,64,30,5,137,0.7226277372262774,2064,15.065693430656934,66.2,21.3,33.7
Rincon Elementary School,Effingham County,36,38,7,1,82,0.5609756097560976,983,11.987804878048781,55.4,24.4,46.1
Elbert County Middle School,Elbert County,18,28,19,1,66,0.7272727272727273,1008,15.272727272727273,47.4,38.0,100.0
Elbert County High School,Elbert County,20,17,18,1,56,0.6428571428571429,864,15.428571428571429,51.7,32.3,41.7
Elbert County Primary School,Elbert County,14,8,17,0,39,0.6410256410256411,484,12.41025641025641,51.7,31.8,100.0
Elbert County Elementary School,Elbert County,20,16,17,0,53,0.6226415094339622,675,12.735849056603774,46.7,35.4,100.0
Twin City Elementary School,Emanuel County,12,16,9,0,37,0.6756756756756757,510,13.783783783783784,62.5,28.2,100.0
Swainsboro High School,Emanuel County,16,30,9,2,57,0.7192982456140351,802,14.070175438596491,40.3,47.3,100.0
Swainsboro Middle School,Emanuel County,20,22,7,1,50,0.6,739,14.78,39.0,47.0,100.0
Swainsboro Primary School,Emanuel County,26,21,10,1,58,0.5517241379310345,708,12.206896551724139,40.1,46.5,100.0
Swainsboro Elementary School,Emanuel County,17,21,7,0,45,0.6222222222222222,689,15.311111111111112,39.9,44.4,100.0
