School Year,System ID,System Name,School ID,School Name,Grade Configuration,Grade Cluster,Number of Students Enrolled,Number of Schools,Title I Status,Title I Schools,Asian/Pacific Islander,American Indian/Alaskan,Black,Hispanic,Multi-Racial,White,Economically Disadvantaged,English Learners,Students with Disability
2021,614,Brooks County,0197,Brooks County Middle School,"06, 07, 08",ALL,510,NA,Y,NA,0.0%,0.0%,56.1%,10.4%,4.7%,28.8%,100.0%,5.9%,13.5%
2021,614,Brooks County,0393,North Brooks Elementary School,"KK, 01, 02, 03, 04, 05",ALL,433,NA,Y,NA,0.2%,0.0%,28.2%,10.2%,6.7%,54.7%,100.0%,4.8%,9.0%
2021,614,Brooks County,0394,Delta Innovative School,"06, 07, 08, 09, 10, 11, 12",ALL,129,NA,Y,NA,0.0%,0.0%,69.8%,5.4%,3.1%,21.7%,100.0%,0.8%,22.5%
2021,614,Brooks County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,2266,6,NA,83.30%,0.1%,0.0%,53.0%,11.3%,3.6%,32.0%,100.0%,5.5%,11.7%
2021,615,Bryan County,0101,Dr. George Washington Carver Elementary School,"04, 05",ALL,687,NA,N,NA,4.7%,0.4%,17.8%,16.6%,6.0%,54.6%,38.9%,4.7%,14.0%
2021,615,Bryan County,0182,Richmond Hill High School,"09, 10, 11, 12",ALL,2518,NA,N,NA,3.2%,0.2%,16.7%,11.9%,6.8%,61.2%,20.7%,1.7%,11.3%
2021,615,Bryan County,0199,Richmond Hill Middle School,"06, 07, 08",ALL,2009,NA,N,NA,3.5%,0.1%,16.5%,11.3%,5.9%,62.6%,24.7%,3.3%,13.4%
2021,615,Bryan County,0202,Richmond Hill Primary School,"PK, KK, 01",ALL,684,NA,N,NA,5.1%,0.1%,17.8%,10.4%,10.1%,56.4%,30.8%,4.4%,9.9%
2021,615,Bryan County,0282,Lanier Primary School,"PK, KK, 01",ALL,308,NA,Y,NA,0.3%,0.0%,21.8%,4.2%,8.8%,64.9%,59.7%,1.9%,12.3%
2021,615,Bryan County,0286,Bryan County Elementary School,"02, 03, 04, 05",ALL,601,NA,Y,NA,0.2%,0.2%,18.8%,4.3%,4.2%,72.4%,59.7%,1.2%,19.6%
2021,615,Bryan County,0302,Richmond Hill Elementary School,"02, 03",ALL,682,NA,N,NA,4.8%,0.0%,17.4%,13.0%,6.7%,57.9%,35.5%,4.5%,14.1%
2021,615,Bryan County,0402,Bryan County Middle School,"06, 07, 08",ALL,476,NA,Y,NA,0.8%,0.0%,22.9%,5.9%,5.7%,64.7%,56.3%,1.9%,18.5%
2021,615,Bryan County,0502,Bryan County High School,"09, 10, 11, 12",ALL,598,NA,N,NA,0.8%,0.0%,22.9%,4.8%,6.2%,65.2%,58.5%,0.5%,14.9%
2021,615,Bryan County,0503,McAllister Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,837,NA,N,NA,2.4%,0.1%,7.4%,7.5%,7.9%,74.7%,9.2%,1.1%,10.9%
2021,615,Bryan County,0504,Frances Meeks Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,714,NA,N,NA,1.4%,0.1%,5.7%,8.0%,5.0%,79.7%,11.3%,1.4%,11.3%
2021,615,Bryan County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,10114,11,NA,27.30%,2.9%,0.1%,16.3%,10.1%,6.6%,64.1%,30.2%,2.4%,13.1%
2021,616,Bulloch County,0100,Mill Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,606,NA,Y,NA,2.0%,0.5%,54.5%,5.9%,5.6%,31.5%,70.6%,2.8%,15.2%
2021,616,Bulloch County,0107,Nevils Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,479,NA,Y,NA,0.8%,0.2%,13.6%,6.9%,3.3%,75.2%,50.5%,2.7%,17.7%
2021,616,Bulloch County,0198,William James Middle School,"06, 07, 08",ALL,649,NA,Y,NA,1.8%,0.2%,48.7%,6.2%,4.6%,38.5%,56.4%,2.6%,16.8%
2021,616,Bulloch County,0199,Langston Chapel Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,723,NA,Y,NA,0.8%,0.3%,57.5%,14.8%,7.1%,19.5%,100.0%,11.3%,14.1%
2021,616,Bulloch County,0200,Brooklet Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,766,NA,Y,NA,2.6%,0.0%,7.8%,5.9%,5.4%,78.3%,36.2%,4.2%,14.1%
2021,616,Bulloch County,0203,Southeast Bulloch High School,"PK, 09, 10, 11, 12",ALL,1151,NA,N,NA,1.3%,0.2%,12.9%,4.6%,3.1%,77.9%,37.6%,0.7%,14.6%
2021,616,Bulloch County,0299,Langston Chapel Middle School,"06, 07, 08",ALL,935,NA,Y,NA,1.3%,0.4%,64.3%,9.4%,3.2%,21.4%,100.0%,4.9%,18.4%
2021,616,Bulloch County,0300,Southeast Bulloch Middle School,"06, 07, 08",ALL,880,NA,Y,NA,1.8%,0.0%,14.0%,4.3%,3.4%,76.5%,43.5%,1.6%,18.0%
2021,616,Bulloch County,0399,Portal Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,364,NA,Y,NA,0.0%,0.3%,26.4%,7.1%,7.7%,58.5%,72.3%,2.5%,15.9%
2021,616,Bulloch County,2050,Julia P. Bryant Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,690,NA,Y,NA,4.1%,0.1%,43.5%,4.9%,2.5%,44.9%,53.6%,4.5%,13.6%
2021,616,Bulloch County,2054,Statesboro High School,"PK, 09, 10, 11, 12",ALL,1860,NA,N,NA,1.7%,0.2%,53.4%,7.4%,3.7%,33.6%,55.2%,2.1%,16.7%
2021,616,Bulloch County,3054,Stilson Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,421,NA,Y,NA,0.0%,0.2%,4.3%,4.5%,6.7%,84.3%,52.7%,1.2%,12.1%
2021,616,Bulloch County,4052,Portal Middle/High School,"06, 07, 08, 09, 10, 11, 12",ALL,492,NA,Y,NA,0.2%,0.0%,32.3%,3.9%,3.9%,59.8%,59.3%,0.2%,14.2%
2021,616,Bulloch County,5050,Mattie Lively Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,606,NA,Y,NA,1.2%,0.2%,58.7%,10.6%,4.0%,25.4%,78.1%,4.5%,18.3%
2021,616,Bulloch County,5054,Sallie Zetterower Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,759,NA,Y,NA,3.3%,0.1%,52.8%,10.9%,6.2%,26.6%,70.1%,8.7%,14.0%
2021,616,Bulloch County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,11381,15,NA,86.70%,1.7%,0.2%,38.5%,7.2%,4.4%,48.0%,61.2%,3.6%,15.8%
2021,617,Burke County,0104,Blakeney Elementary,"03, 04, 05",ALL,779,NA,Y,NA,0.4%,0.1%,61.4%,6.0%,4.0%,28.1%,100.0%,2.3%,14.8%
2021,617,Burke County,0188,Burke County Middle School,"06, 07, 08",ALL,997,NA,Y,NA,0.5%,0.1%,61.3%,5.3%,2.9%,29.9%,100.0%,2.2%,11.2%
2021,617,Burke County,0196,S G A Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,264,NA,Y,NA,0.4%,0.0%,50.8%,3.4%,3.4%,42.0%,100.0%,0.4%,13.3%
2021,617,Burke County,0288,Burke County High School,"09, 10, 11, 12",ALL,1326,NA,Y,NA,0.4%,0.2%,61.2%,4.0%,2.3%,32.1%,100.0%,0.3%,9.0%
2021,617,Burke County,2056,Waynesboro Primary School,"PK, KK, 01, 02",ALL,825,NA,Y,NA,0.5%,0.0%,60.1%,6.8%,3.4%,29.2%,100.0%,1.2%,13.5%
2021,617,Burke County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,4191,5,NA,100.00%,0.4%,0.1%,60.4%,5.2%,3.0%,30.9%,100.0%,1.3%,11.8%
2021,618,Butts County,0100,Henderson Middle School,"06, 07, 08",ALL,841,NA,Y,NA,0.6%,0.0%,32.7%,5.2%,5.4%,56.1%,100.0%,1.9%,12.5%
2021,618,Butts County,0104,Hampton L. Daughtry Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,509,NA,Y,NA,0.2%,0.2%,34.2%,5.7%,3.5%,56.2%,100.0%,1.2%,12.6%
2021,618,Butts County,0108,Stark Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,600,NA,Y,NA,0.3%,0.0%,24.0%,3.5%,6.8%,65.3%,100.0%,0.0%,12.8%
2021,618,Butts County,0111,Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,530,NA,Y,NA,0.9%,0.0%,40.2%,6.2%,7.9%,44.7%,100.0%,2.5%,14.3%
2021,618,Butts County,0190,Jackson High School,"09, 10, 11, 12",ALL,1072,NA,Y,NA,0.4%,0.2%,30.5%,4.9%,3.9%,60.2%,100.0%,0.4%,12.6%
2021,618,Butts County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,3552,5,NA,100.00%,0.5%,0.1%,31.9%,5.0%,5.3%,57.2%,100.0%,1.1%,12.9%
2021,619,Calhoun County,0113,Calhoun County High School,"09, 10, 11, 12",ALL,168,NA,Y,NA,0.0%,0.0%,95.8%,1.8%,0.0%,2.4%,100.0%,0.6%,7.7%
2021,619,Calhoun County,0179,Calhoun County Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,205,NA,Y,NA,0.0%,0.0%,95.1%,3.9%,1.0%,0.0%,100.0%,3.4%,12.7%
2021,619,Calhoun County,0213,Calhoun County Middle School,"06, 07, 08",ALL,126,NA,Y,NA,0.0%,0.0%,90.5%,6.3%,0.8%,2.4%,100.0%,3.2%,6.3%
2021,619,Calhoun County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,499,3,NA,100.00%,0.0%,0.0%,94.2%,3.8%,0.6%,1.4%,100.0%,2.4%,9.4%
2021,620,Camden County,0100,Mamie Lou Gross Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,483,NA,Y,NA,0.6%,0.0%,29.6%,6.0%,11.0%,52.8%,58.6%,1.4%,27.1%
2021,620,Camden County,0105,Saint Marys Middle School,"06, 07, 08",ALL,1187,NA,Y,NA,1.3%,0.3%,21.7%,9.7%,7.3%,59.6%,43.5%,2.1%,15.8%
2021,620,Camden County,0110,Saint Marys Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,639,NA,Y,NA,0.8%,0.0%,19.1%,8.9%,11.3%,59.9%,50.1%,0.9%,17.7%
2021,620,Camden County,0182,Camden Middle School,"06, 07, 08",ALL,1219,NA,Y,NA,1.1%,0.3%,24.9%,7.8%,8.9%,57.0%,47.3%,1.1%,20.5%
2021,620,Camden County,0187,Crooked River Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,591,NA,Y,NA,1.4%,0.3%,18.4%,15.6%,9.3%,55.0%,40.9%,2.7%,16.9%
2021,620,Camden County,0189,Matilda Harris Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,637,NA,Y,NA,3.1%,0.0%,18.8%,12.1%,11.3%,54.6%,46.3%,1.4%,20.9%
2021,620,Camden County,0192,Woodbine Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,353,NA,Y,NA,0.3%,0.0%,26.3%,4.8%,7.9%,60.6%,61.5%,0.0%,19.3%
2021,620,Camden County,0193,Kingsland Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,403,NA,Y,NA,0.2%,0.0%,11.4%,10.9%,11.7%,65.8%,48.6%,1.5%,19.4%
2021,620,Camden County,0195,David L Rainer Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,538,NA,Y,NA,0.9%,0.2%,19.9%,9.5%,12.5%,57.1%,50.2%,0.2%,21.9%
2021,620,Camden County,0197,Sugarmill Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,586,NA,N,NA,0.5%,0.5%,18.3%,10.6%,10.6%,59.6%,34.6%,0.9%,19.3%
2021,620,Camden County,0295,Camden County High School,"09, 10, 11, 12",ALL,2632,NA,Y,NA,1.9%,0.3%,21.9%,8.6%,7.9%,59.4%,41.7%,0.5%,12.0%
2021,620,Camden County,0495,Mary Lee Clark Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,486,NA,Y,NA,1.2%,0.4%,23.9%,9.5%,11.7%,53.3%,51.0%,2.5%,17.9%
2021,620,Camden County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,9754,12,NA,91.70%,1.3%,0.2%,21.6%,9.3%,9.4%,58.1%,45.8%,1.2%,17.4%
2021,621,Candler County,0101,Metter High School,"09, 10, 11, 12",ALL,434,NA,Y,NA,1.6%,0.0%,31.3%,18.0%,0.7%,48.4%,100.0%,2.1%,9.9%
2021,621,Candler County,0102,Metter Middle School,"06, 07, 08",ALL,566,NA,Y,NA,0.4%,0.0%,30.2%,21.4%,3.7%,44.3%,100.0%,5.1%,15.0%
2021,621,Candler County,0302,Metter Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,1016,NA,Y,NA,0.6%,0.0%,27.9%,21.1%,4.2%,46.3%,100.0%,5.1%,17.7%
2021,621,Candler County,0303,Metter Career Academy,"09, 10, 11, 12",ALL,281,NA,Y,NA,0.4%,0.0%,36.7%,20.3%,2.1%,40.6%,100.0%,2.5%,18.1%
2021,621,Candler County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,2297,4,NA,100.00%,0.7%,0.0%,30.2%,20.5%,3.2%,45.5%,100.0%,4.2%,15.6%
2021,622,Carroll County,0100,Sharp Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,528,NA,Y,NA,0.2%,0.2%,25.0%,14.8%,6.4%,53.4%,72.2%,5.5%,17.0%
2021,622,Carroll County,0101,Bowdon Middle School,"06, 07, 08",ALL,309,NA,Y,NA,0.0%,0.3%,13.9%,7.1%,6.1%,72.5%,64.1%,1.9%,15.9%
2021,622,Carroll County,0102,Temple Middle School,"06, 07, 08",ALL,639,NA,Y,NA,0.9%,0.3%,18.2%,6.9%,5.8%,67.9%,64.2%,2.0%,15.8%
2021,622,Carroll County,0112,KidsPeace,"06, 07, 08, 09, 10",ALL,82,NA,Y,NA,0.0%,0.0%,46.3%,9.8%,2.4%,41.5%,100.0%,3.7%,58.5%
2021,622,Carroll County,0115,Providence Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,474,NA,Y,NA,0.4%,0.4%,7.8%,4.6%,5.9%,80.8%,56.3%,0.4%,13.5%
2021,622,Carroll County,0176,Mount Zion Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,678,NA,Y,NA,0.6%,0.0%,8.1%,17.7%,6.9%,66.7%,69.9%,11.1%,12.2%
2021,622,Carroll County,0177,Central Middle School,"06, 07, 08",ALL,1065,NA,Y,NA,0.2%,0.3%,10.6%,9.8%,5.6%,73.5%,48.5%,4.8%,14.5%
2021,622,Carroll County,0189,Temple High School,"09, 10, 11, 12",ALL,657,NA,N,NA,1.1%,0.0%,15.7%,6.4%,5.0%,71.8%,60.0%,1.1%,16.0%
2021,622,Carroll County,0198,Bay Springs Middle School,"06, 07, 08",ALL,947,NA,Y,NA,0.3%,0.1%,25.0%,13.3%,7.0%,54.3%,57.0%,4.6%,14.0%
2021,622,Carroll County,0208,Mt. Zion Middle School,"06, 07, 08",ALL,379,NA,Y,NA,0.5%,0.0%,12.1%,16.6%,6.6%,64.1%,70.2%,7.1%,12.7%
2021,622,Carroll County,0212,Mt. Zion High School,"09, 10, 11, 12",ALL,459,NA,N,NA,0.4%,0.2%,7.0%,13.9%,7.2%,71.2%,65.6%,2.6%,12.9%
2021,622,Carroll County,0305,Villa Rica Middle,"06, 07, 08",ALL,559,NA,Y,NA,0.9%,0.2%,31.7%,10.9%,8.2%,48.1%,64.9%,4.3%,13.6%
2021,622,Carroll County,0377,Roopville Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,408,NA,Y,NA,2.0%,0.0%,6.1%,3.9%,7.1%,80.9%,49.3%,1.7%,11.5%
2021,622,Carroll County,0405,Ithica Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,734,NA,Y,NA,1.8%,0.4%,28.3%,10.8%,7.1%,51.6%,46.7%,4.6%,12.8%
2021,622,Carroll County,0477,Whitesburg Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,460,NA,Y,NA,0.0%,0.2%,4.6%,5.7%,5.4%,84.1%,61.3%,0.7%,14.6%
2021,622,Carroll County,0605,Glanton-Hindsman Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,627,NA,Y,NA,0.3%,0.0%,32.5%,10.2%,7.0%,49.9%,57.4%,1.9%,14.2%
2021,622,Carroll County,0705,Villa Rica Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,431,NA,Y,NA,2.3%,0.7%,24.6%,13.5%,6.3%,52.7%,65.9%,5.8%,16.5%
2021,622,Carroll County,1054,Temple Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,614,NA,Y,NA,0.7%,0.0%,23.1%,8.3%,6.2%,61.7%,66.0%,3.7%,13.0%
2021,622,Carroll County,2050,Bowdon Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,620,NA,Y,NA,0.6%,0.0%,11.5%,6.6%,8.9%,72.4%,60.3%,3.2%,12.7%
2021,622,Carroll County,2052,Central High School,"09, 10, 11, 12",ALL,1216,NA,N,NA,0.2%,0.1%,9.7%,10.9%,5.0%,74.0%,44.9%,3.4%,15.3%
2021,622,Carroll County,3050,Bowdon High School,"09, 10, 11, 12",ALL,446,NA,N,NA,0.2%,0.0%,9.6%,7.6%,9.0%,73.5%,53.1%,0.7%,16.1%
2021,622,Carroll County,5050,Central Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,873,NA,Y,NA,0.2%,0.0%,11.6%,12.6%,5.2%,70.4%,46.4%,7.4%,14.4%
2021,622,Carroll County,5052,Sand Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,671,NA,Y,NA,0.1%,0.3%,17.7%,11.0%,8.6%,62.1%,52.8%,4.5%,15.1%
2021,622,Carroll County,5054,Villa Rica High School,"09, 10, 11, 12",ALL,1738,NA,N,NA,0.6%,0.2%,26.3%,11.4%,7.2%,54.3%,55.1%,2.4%,14.2%
2021,622,Carroll County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,15614,24,NA,79.20%,0.6%,0.2%,17.6%,10.5%,6.6%,64.6%,57.3%,3.8%,14.5%
2021,623,Catoosa County,0100,Ringgold Primary School,"PK, KK, 01, 02",ALL,485,NA,Y,NA,0.6%,0.0%,1.9%,5.6%,4.9%,87.0%,48.5%,0.6%,14.6%
2021,623,Catoosa County,0102,Battlefield Primary,"PK, KK, 01, 02",ALL,451,NA,Y,NA,5.1%,0.0%,4.4%,5.5%,5.3%,79.6%,55.4%,4.2%,12.6%
2021,623,Catoosa County,0103,Battlefield Elementary School,"03, 04, 05",ALL,469,NA,Y,NA,8.1%,0.0%,3.6%,4.1%,4.9%,79.3%,56.1%,4.9%,13.6%
2021,623,Catoosa County,0105,Woodstation Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,412,NA,Y,NA,0.0%,0.2%,0.0%,1.9%,5.1%,92.7%,47.1%,0.5%,15.3%
2021,623,Catoosa County,0109,Heritage High School,"09, 10, 11, 12",ALL,1286,NA,N,NA,1.0%,0.2%,1.8%,3.6%,2.6%,90.8%,32.3%,0.3%,21.5%
2021,623,Catoosa County,0185,Tiger Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,479,NA,Y,NA,1.3%,0.0%,0.8%,5.6%,2.5%,89.8%,63.5%,1.7%,13.6%
2021,623,Catoosa County,0205,Heritage Middle School,"06, 07, 08",ALL,942,NA,N,NA,2.4%,0.0%,1.7%,2.9%,2.9%,90.1%,39.9%,1.7%,18.5%
2021,623,Catoosa County,1050,Boynton Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,586,NA,N,NA,0.9%,0.3%,1.5%,4.1%,3.9%,89.2%,37.2%,0.5%,17.2%
2021,623,Catoosa County,1052,Lakeview-Fort Oglethorpe High School,"09, 10, 11, 12",ALL,1073,NA,N,NA,3.2%,0.0%,7.0%,7.3%,3.4%,79.1%,65.5%,2.1%,18.5%
2021,623,Catoosa County,1054,West Side Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,501,NA,Y,NA,1.0%,0.2%,3.6%,11.8%,6.8%,76.6%,73.3%,6.6%,17.0%
2021,623,Catoosa County,2552,Lakeview Middle School,"06, 07, 08",ALL,838,NA,Y,NA,2.6%,0.2%,6.1%,8.0%,5.8%,77.2%,75.5%,3.9%,21.2%
2021,623,Catoosa County,3050,Cloud Springs Elementary School,"KK, 01, 02, 03, 04, 05",ALL,322,NA,Y,NA,2.2%,0.0%,1.6%,2.5%,6.5%,87.3%,78.3%,1.2%,17.4%
2021,623,Catoosa County,3052,Ringgold Elementary School,"03, 04, 05",ALL,495,NA,Y,NA,1.6%,0.0%,2.6%,2.4%,3.8%,89.5%,47.1%,1.0%,17.4%
2021,623,Catoosa County,4052,Ringgold High School,"09, 10, 11, 12",ALL,1055,NA,N,NA,1.3%,0.4%,2.6%,3.4%,2.4%,90.0%,41.6%,1.4%,18.1%
2021,623,Catoosa County,5050,Graysville Elementary School,"KK, 01, 02, 03, 04, 05",ALL,577,NA,Y,NA,0.9%,0.0%,1.6%,5.5%,6.6%,85.4%,40.0%,2.4%,9.5%
2021,623,Catoosa County,5052,Ringgold Middle School,"06, 07, 08",ALL,880,NA,Y,NA,1.6%,0.2%,2.6%,4.4%,3.9%,87.3%,53.8%,2.2%,20.5%
2021,623,Catoosa County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,10851,16,NA,68.80%,2.0%,0.1%,2.9%,4.9%,4.1%,85.9%,51.5%,2.1%,17.5%
2021,624,Charlton County,0112,Bethune Middle School,"04, 05, 06, 07, 08",ALL,637,NA,Y,NA,0.9%,0.6%,31.1%,2.4%,6.8%,58.2%,100.0%,0.8%,19.5%
2021,624,Charlton County,0199,Folkston Elementary School,"PK, KK, 01, 02, 03",ALL,447,NA,Y,NA,0.4%,0.4%,31.3%,1.3%,6.7%,59.7%,100.0%,0.0%,16.8%
2021,624,Charlton County,0287,Charlton County High School,"09, 10, 11, 12",ALL,462,NA,N,NA,0.2%,0.2%,28.8%,4.8%,6.1%,60.0%,100.0%,0.2%,9.1%
2021,624,Charlton County,4050,St. George Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",ALL,169,NA,Y,NA,0.0%,0.0%,0.6%,7.1%,4.7%,87.6%,100.0%,0.0%,22.5%
2021,624,Charlton County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1715,4,NA,75.00%,0.5%,0.4%,27.5%,3.2%,6.4%,62.0%,100.0%,0.3%,16.3%
2021,625,Savannah-Chatham County,0101,Johnson High School,"09, 10, 11, 12",ALL,802,NA,Y,NA,0.4%,0.1%,87.7%,3.6%,3.6%,4.6%,76.1%,1.6%,11.6%
2021,625,Savannah-Chatham County,0107,UHS of Savannah Coastal Harbor Treatment Center,"01, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,186,NA,N,NA,0.0%,0.5%,30.1%,2.7%,9.1%,57.5%,9.7%,0.0%,43.5%
2021,625,Savannah-Chatham County,0109,Coastal Empire Montessori Charter School,"KK, 01, 02, 03, 04, 05",ALL,300,NA,Y,NA,0.7%,0.0%,47.7%,12.7%,7.3%,31.7%,60.7%,2.3%,14.0%
2021,625,Savannah-Chatham County,0115,Woodville-Tompkins Technical and Career High School,"PK, 09, 10, 11, 12",ALL,666,NA,N,NA,1.7%,0.2%,68.0%,12.0%,7.4%,10.8%,58.3%,0.8%,5.0%
2021,625,Savannah-Chatham County,0116,Pulaski Elementary SChool,"PK, KK, 01, 02, 03, 04, 05",ALL,648,NA,Y,NA,1.5%,0.5%,41.5%,27.5%,7.1%,21.9%,57.7%,10.6%,15.0%
2021,625,Savannah-Chatham County,0117,New Hampstead High School,"09, 10, 11, 12",ALL,1357,NA,N,NA,4.6%,0.4%,47.3%,15.8%,6.3%,25.5%,50.9%,6.2%,13.5%
2021,625,Savannah-Chatham County,0118,Oglethorpe Charter School,"06, 07, 08",ALL,612,NA,Y,NA,1.5%,0.2%,73.4%,10.9%,4.1%,10.0%,71.6%,5.9%,8.8%
2021,625,Savannah-Chatham County,0124,The STEM Academy at Bartlett,"06, 07, 08",ALL,692,NA,N,NA,5.3%,0.4%,29.0%,14.2%,9.4%,41.6%,33.1%,4.5%,4.6%
2021,625,Savannah-Chatham County,0125,Tybee Island Maritime Academy School,"KK, 01, 02, 03, 04, 05, 06",ALL,349,NA,N,NA,1.1%,0.0%,9.5%,5.2%,2.9%,81.4%,22.1%,1.4%,18.3%
2021,625,Savannah-Chatham County,0128,Savannah Classical Academy Charter School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",ALL,422,NA,Y,NA,0.5%,0.0%,64.0%,15.2%,7.3%,13.0%,77.7%,3.6%,9.7%
2021,625,Savannah-Chatham County,0192,Esther F. Garrison School for the Arts,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",ALL,763,NA,N,NA,2.6%,0.0%,43.5%,8.4%,9.0%,36.4%,38.3%,1.3%,6.0%
2021,625,Savannah-Chatham County,0194,Georgetown School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",ALL,648,NA,N,NA,1.4%,0.2%,55.1%,8.8%,7.6%,27.0%,60.8%,1.4%,15.6%
2021,625,Savannah-Chatham County,0197,Garden City Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,412,NA,Y,NA,1.2%,1.0%,24.8%,61.2%,4.1%,7.8%,67.7%,52.7%,9.7%
2021,625,Savannah-Chatham County,0199,West Chatham Middle School,"06, 07, 08",ALL,1067,NA,Y,NA,2.4%,0.0%,47.2%,22.7%,5.9%,21.7%,68.3%,14.2%,18.5%
2021,625,Savannah-Chatham County,0200,West Chatham Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,809,NA,N,NA,3.6%,0.4%,50.3%,12.4%,7.2%,26.2%,53.5%,3.1%,16.1%
2021,625,Savannah-Chatham County,0201,DeRenne Middle School,"06, 07, 08",ALL,705,NA,Y,NA,0.6%,0.0%,94.5%,3.3%,1.0%,0.7%,88.7%,1.7%,19.4%
2021,625,Savannah-Chatham County,0210,The School of Liberal Studies at Savannah High,"09, 10, 11, 12",ALL,717,NA,Y,NA,0.4%,0.0%,90.5%,4.3%,2.8%,2.0%,79.8%,1.1%,19.2%
2021,625,Savannah-Chatham County,0211,Godley Station School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",ALL,1796,NA,N,NA,6.8%,0.4%,42.1%,16.2%,8.0%,26.5%,40.0%,9.3%,13.8%
2021,625,Savannah-Chatham County,0298,Marshpoint Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,654,NA,N,NA,4.7%,0.0%,30.4%,6.0%,7.0%,51.8%,45.3%,3.4%,17.1%
2021,625,Savannah-Chatham County,0299,Southwest Middle School,"06, 07, 08",ALL,847,NA,Y,NA,2.4%,0.6%,63.8%,17.7%,5.1%,10.5%,73.3%,9.6%,17.1%
