School Name,County,Urban/Rural,Classification,19-21 Difference in Math,19-21 Difference in English,All Students English Achievement,All Students Math Achievement,2021 All Students English Achievement,2021 All Students Math Achievement,American Indian/Alaskan English Achievement,American Indian/Alaskan Math Achievement,Asian/Pacific Islander English Achievement,Asian/Pacific Islander Math Achievement,Black English Achievement,Black Math Achievement,Economically Disadvantaged English Achievement,Economically Disadvantaged Math Achievement,Hispanic English Achievement,Hispanic Math Achievement,White English Achievement,White Math Achievement,Students With Disability English Achievement,Students With Disability Math Achievement,2021 American Indian/Alaskan English Achievement,2021 American Indian/Alaskan Math Achievement,2021 Asian/Pacific Islander English Achievement,2021 Asian/Pacific Islander Math Achievement,2021 Black English Achievement,2021 Black Math Achievement,2021 Economically Disadvantaged English Achievement,2021 Economically Disadvantaged Math Achievement,2021 Hispanic English Achievement,2021 Hispanic Math Achievement,2021 White English Achievement,2021 White Math Achievement,2021 Students With Disability English Achievement,2021 Students With Disability Math Achievement
Grayson Elementary School,Gwinnett County,Urban,E,-20.360000000000014,-20.74000000000001,95.65,97.93,74.91,77.57,0.0,0.0,90.75,100.0,90.38,91.98,81.86,83.34,81.67,88.35,97.85,97.85,48.79,63.27,0.0,0.0,90.0,86.0,70.96,76.2,59.05,67.15,63.89,68.57,80.01,80.37,33.34,33.67
Harmony Elementary School,Gwinnett County,Urban,E,-17.380000000000003,-18.14,61.0,63.06,42.86,45.68,0.0,0.0,93.55,100.0,48.97,55.14,54.92,57.48,91.18,67.65,69.44,70.88,22.8,31.34,0.0,0.0,70.98,91.94,33.65,34.28,37.5,42.91,42.11,36.84,51.9,58.57,29.03,37.11
Snellville Middle School,Gwinnett County,Urban,M,-22.300000000000004,-15.700000000000003,64.34,63.71,48.64,41.41,0.0,0.0,83.34,93.76,64.07,62.58,58.97,59.15,55.86,55.88,71.44,75.91,23.09,31.69,0.0,0.0,0.0,0.0,52.71,42.32,42.93,36.37,39.86,36.67,61.77,55.88,18.94,20.31
South Gwinnett High School,Gwinnett County,Urban,H,-24.13,1.2199999999999989,69.8,55.79,71.02,31.66,0.0,0.0,64.29,59.1,68.11,53.84,68.04,53.24,68.75,56.29,85.46,68.36,26.58,21.62,0.0,0.0,0.0,0.0,75.0,30.3,63.47,31.6,46.16,33.72,0.0,0.0,10.53,22.73
Britt Elementary School,Gwinnett County,Urban,E,-20.15,-7.549999999999997,69.24,74.52,61.69,54.37,0.0,0.0,0.0,0.0,70.56,75.64,63.07,69.05,63.0,60.0,71.59,85.22,25.01,42.19,0.0,0.0,0.0,0.0,64.78,53.51,58.78,51.91,41.03,51.28,78.0,64.59,21.88,21.88
Harris Elementary School,Gwinnett County,Urban,E,-13.36,-1.6899999999999977,82.28,91.03,80.59,77.67,0.0,0.0,97.96,100.0,81.26,80.22,74.03,84.1,72.36,81.67,90.14,98.59,43.28,58.67,0.0,0.0,0.0,0.0,76.85,69.82,72.44,71.61,64.77,64.77,94.68,90.21,43.65,51.61
Camp Creek Elementary School,Gwinnett County,Urban,E,-17.03,-16.409999999999997,95.72,100.0,79.31,82.97,0.0,0.0,100.0,100.0,89.74,88.39,76.57,85.76,75.0,85.81,100.0,100.0,45.78,53.06,0.0,0.0,91.67,98.08,74.02,72.73,64.51,73.67,67.28,73.46,84.27,87.03,35.92,42.25
Central Gwinnett High School,Gwinnett County,Urban,H,-36.46,-22.549999999999997,70.02,57.68,47.47,21.22,0.0,0.0,82.85,83.07,67.19,52.4,69.09,57.83,70.49,59.57,71.91,60.4,37.02,19.69,0.0,0.0,0.0,0.0,49.49,18.43,46.06,23.33,36.31,20.01,71.06,0.0,33.33,18.06
Dacula High School,Gwinnett County,Urban,H,-49.2,-46.50000000000001,78.76,81.61,32.26,32.41,0.0,0.0,79.49,77.64,71.2,75.98,70.04,71.59,74.64,77.85,95.33,93.85,36.97,32.93,0.0,0.0,0.0,0.0,40.0,22.12,12.0,30.61,12.5,41.08,0.0,36.85,21.05,16.0
Norcross Elementary School,Gwinnett County,Urban,E,-20.35,-17.479999999999997,63.69,71.11,46.21,50.76,0.0,0.0,78.25,82.62,61.33,62.0,62.5,70.75,61.7,71.44,79.41,85.3,25.42,39.84,0.0,0.0,61.12,72.23,37.18,38.15,45.0,50.75,45.31,50.97,0.0,0.0,20.24,30.95
Summerour Middle School,Gwinnett County,Urban,M,-9.019999999999996,-1.3100000000000023,52.84,56.12,51.53,47.1,0.0,0.0,86.24,100.0,53.65,52.6,50.88,54.3,48.51,52.26,63.4,58.93,14.79,23.48,0.0,0.0,84.62,81.81,47.72,35.59,50.05,45.06,48.91,46.59,59.62,48.14,20.74,20.37
North Gwinnett High School,Gwinnett County,Urban,H,-22.17,-100.0,100.0,100.0,0.0,77.83,0.0,0.0,100.0,100.0,93.86,79.02,91.42,86.81,100.0,94.21,100.0,100.0,65.91,58.46,0.0,0.0,0.0,0.0,97.5,60.0,0.0,67.2,0.0,51.47,0.0,75.0,41.67,44.8
Lawrenceville Elementary School,Gwinnett County,Urban,E,-22.50999999999999,-13.689999999999998,59.71,64.57,46.02,42.06,0.0,0.0,0.0,0.0,59.43,59.02,56.77,62.95,58.26,67.43,72.0,78.0,27.0,31.0,0.0,0.0,0.0,0.0,48.19,34.52,46.72,44.08,40.67,52.0,60.0,40.0,20.0,23.08
Peachtree Elementary School,Gwinnett County,Urban,E,-23.400000000000006,-22.139999999999993,68.77,75.79,46.63,52.39,0.0,0.0,0.0,0.0,70.47,74.5,62.44,70.96,57.84,66.17,100.0,100.0,35.82,41.22,0.0,0.0,0.0,0.0,41.48,47.68,39.56,46.91,38.83,44.55,74.07,84.62,21.57,26.0
Suwanee Elementary School,Gwinnett County,Urban,E,-5.030000000000001,-1.269999999999996,96.63,100.0,95.36,94.97,0.0,0.0,100.0,100.0,82.5,86.25,80.56,97.17,72.87,88.23,98.45,100.0,50.0,80.27,0.0,0.0,0.0,0.0,70.01,65.56,85.35,81.04,82.7,76.0,98.59,99.52,56.76,66.22
Duluth High School,Gwinnett County,Urban,H,-41.949999999999996,-52.040000000000006,79.65,76.69,27.61,34.74,0.0,0.0,90.5,100.0,75.37,65.16,71.41,67.67,69.5,65.58,100.0,96.06,35.24,33.54,0.0,0.0,0.0,0.0,21.3,30.64,20.0,31.38,19.32,28.57,46.67,61.11,6.95,12.07
Lilburn Elementary School,Gwinnett County,Urban,E,-22.659999999999997,-19.32,66.72,72.55,47.4,49.89,0.0,0.0,98.27,100.0,71.35,74.72,63.66,69.01,59.2,66.3,86.36,83.33,17.44,27.93,0.0,0.0,71.44,67.85,43.25,47.3,44.29,49.06,43.17,46.87,72.5,70.0,12.3,17.51
Cornelia Elementary School,Habersham County,Rural,E,-3.6099999999999994,-0.5200000000000031,51.25,55.81,50.73,52.2,0.0,0.0,0.0,0.0,26.67,30.0,47.04,52.73,43.8,49.32,67.75,70.16,17.78,34.45,0.0,0.0,0.0,0.0,0.0,0.0,48.01,49.72,45.81,51.14,65.22,57.61,33.75,41.25
Level Grove Elementary School,Habersham County,Rural,E,-11.369999999999997,-16.89,70.92,73.77,54.03,62.4,0.0,0.0,0.0,0.0,0.0,0.0,60.86,67.44,53.29,62.5,79.29,78.98,39.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,43.64,52.8,44.31,55.07,59.86,68.32,18.89,30.0
Habersham Ninth Grade Academy,Habersham County,Rural,H,-35.25,-79.56,79.56,100.0,0.0,64.75,0.0,0.0,76.48,100.0,56.25,0.0,70.75,95.69,70.87,92.38,85.59,100.0,36.62,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.2,0.0,62.32,0.0,65.83,0.0,43.18
Hilliard A. Wilbanks Middle School,Habersham County,Rural,M,-20.369999999999997,-9.730000000000004,64.28,78.63,54.55,58.26,0.0,0.0,64.29,78.58,52.63,65.8,59.29,74.71,53.23,72.05,73.32,84.6,30.69,43.76,0.0,0.0,61.9,66.66,29.17,27.09,48.15,52.03,45.67,48.92,62.34,67.84,16.67,24.14
Habersham Success Academy,Habersham County,Rural,H,-31.82,11.82,41.31,31.82,53.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clarkesville Elementary School,Habersham County,Rural,E,-13.950000000000003,1.3900000000000006,71.55,86.89,72.94,72.94,0.0,0.0,0.0,0.0,0.0,0.0,55.19,74.54,38.9,66.68,74.86,88.29,39.75,48.72,0.0,0.0,0.0,0.0,0.0,0.0,53.94,53.28,61.76,61.76,75.72,75.01,35.18,31.48
North Habersham Middle School,Habersham County,Rural,M,-22.13000000000001,-14.36,83.03,83.93,68.67,61.8,0.0,0.0,0.0,0.0,0.0,0.0,68.58,69.84,64.62,63.08,85.71,86.78,46.99,50.61,0.0,0.0,0.0,0.0,0.0,0.0,53.6,49.35,51.19,37.81,70.5,63.83,28.48,28.85
Demorest Elementary School,Habersham County,Rural,E,-24.049999999999997,-16.6,76.09,92.77,59.49,68.72,0.0,0.0,0.0,0.0,0.0,0.0,68.48,84.07,76.73,94.83,76.21,92.19,40.7,59.31,0.0,0.0,0.0,0.0,0.0,0.0,47.6,54.8,43.86,50.88,65.18,75.94,27.03,41.9
South Habersham Middle School,Habersham County,Rural,M,-19.46,-7.119999999999997,69.1,82.23,61.98,62.77,0.0,0.0,0.0,0.0,0.0,0.0,62.04,77.68,58.07,73.94,77.37,88.76,46.17,60.45,0.0,0.0,0.0,0.0,0.0,0.0,57.12,58.94,55.86,57.14,68.76,68.69,47.22,48.89
Baldwin Elementary School,Habersham County,Rural,E,0.14000000000000057,-7.270000000000003,54.14,58.6,46.87,58.74,0.0,0.0,0.0,0.0,0.0,0.0,54.26,56.75,54.79,57.4,51.86,59.27,19.23,30.77,0.0,0.0,0.0,0.0,0.0,0.0,42.37,55.09,41.84,53.06,70.37,79.63,19.23,38.47
Habersham Central High School,Habersham County,Rural,H,-39.209999999999994,-18.300000000000004,79.26,56.9,60.96,17.69,0.0,0.0,80.0,0.0,0.0,50.01,67.37,51.15,54.39,49.44,90.06,60.69,42.51,28.18,0.0,0.0,0.0,0.0,0.0,0.0,54.47,21.0,51.59,17.11,65.67,16.25,26.24,13.72
Woodville Elementary School,Habersham County,Rural,E,1.4000000000000057,-13.570000000000007,78.28,72.72,64.71,74.12,0.0,0.0,0.0,0.0,0.0,0.0,61.64,54.66,0.0,0.0,77.85,72.73,38.23,41.18,0.0,0.0,0.0,0.0,0.0,0.0,51.14,61.36,0.0,0.0,65.78,72.37,52.95,58.82
Fairview Elementary School,Habersham County,Rural,E,-24.180000000000007,-18.300000000000004,65.68,71.26,47.38,47.08,0.0,0.0,0.0,0.0,67.88,70.82,59.22,66.28,56.12,74.49,81.0,87.77,32.14,39.28,0.0,0.0,0.0,0.0,47.52,47.53,36.9,39.8,48.66,44.6,70.91,80.62,11.91,16.67
Hazel Grove Elementary School,Habersham County,Rural,E,-11.370000000000005,-7.920000000000002,80.92,87.84,73.0,76.47,0.0,0.0,0.0,0.0,0.0,0.0,65.18,74.68,63.34,73.35,85.23,91.74,32.35,32.36,0.0,0.0,0.0,0.0,0.0,0.0,60.28,65.08,53.34,66.67,79.6,81.44,43.75,45.84
C. W. Davis Middle School,Hall County,Urban,M,-17.570000000000007,-5.43,61.75,77.76,56.32,60.19,0.0,0.0,0.0,0.0,50.97,58.65,48.9,63.7,53.2,71.82,66.48,82.84,26.18,34.66,0.0,0.0,0.0,0.0,46.56,44.82,42.47,47.4,41.34,47.42,64.38,68.62,27.46,29.08
Martin Elementary School,Hall County,Urban,E,-9.169999999999995,-11.240000000000002,65.76,67.44,54.52,58.27,0.0,0.0,0.0,0.0,52.28,50.0,55.56,58.84,53.43,52.97,74.45,77.44,24.54,30.04,0.0,0.0,0.0,0.0,33.34,40.0,45.12,46.76,42.72,44.17,64.53,68.81,41.0,53.0
Chestatee High School,Hall County,Urban,H,-33.79,-19.929999999999993,66.02,62.82,46.09,29.03,0.0,0.0,0.0,0.0,0.0,0.0,56.12,52.16,53.15,48.19,77.04,77.25,44.27,41.84,0.0,0.0,0.0,0.0,0.0,0.0,36.87,26.11,35.67,25.52,57.47,34.94,23.6,19.0
Sugar Hill Elementary,Hall County,Urban,E,-1.8299999999999983,-0.6499999999999986,45.42,46.03,44.77,44.2,0.0,0.0,0.0,0.0,0.0,0.0,44.52,45.11,44.86,44.67,53.57,54.88,10.8,21.05,0.0,0.0,0.0,0.0,0.0,0.0,44.91,43.21,45.07,41.89,45.45,60.61,13.1,13.1
Lanier College and Career Academy,Hall County,Urban,H,-13.89,-5.920000000000002,25.53,13.89,19.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.01,16.21,17.08,11.77,34.1,18.2,5.56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,11.37,0.0,28.0,0.0,0.0,0.0
Chicopee Elementary School,Hall County,Urban,E,-8.3,-5.420000000000002,34.25,39.35,28.83,31.05,0.0,0.0,0.0,0.0,15.63,18.75,34.19,39.47,33.67,39.46,45.94,45.94,2.28,6.82,0.0,0.0,0.0,0.0,0.0,0.0,27.8,30.42,27.79,31.37,45.0,32.5,9.09,7.58
World Language Academy,Hall County,Urban,E,-17.910000000000004,-6.960000000000008,80.56,79.81,73.6,61.9,0.0,0.0,0.0,0.0,0.0,0.0,61.62,63.4,67.52,70.07,98.48,94.94,39.66,44.84,0.0,0.0,0.0,0.0,0.0,0.0,55.62,43.26,62.09,50.67,98.62,86.81,26.32,23.69
Myers Elementary School,Hall County,Urban,E,-17.380000000000003,-11.660000000000004,51.85,47.7,40.19,30.32,0.0,0.0,0.0,0.0,37.5,37.5,49.31,47.21,48.8,45.99,69.38,58.16,18.27,18.27,0.0,0.0,0.0,0.0,0.0,0.0,36.48,28.89,37.2,28.72,61.42,41.43,30.61,23.47
West Hall High School,Hall County,Urban,H,-29.23,-18.759999999999998,66.44,55.14,47.68,25.91,0.0,0.0,70.59,0.0,55.13,38.58,59.01,48.8,58.11,46.42,78.08,67.19,18.1,16.68,0.0,0.0,0.0,0.0,32.5,0.0,34.62,25.44,45.91,23.45,48.76,34.13,22.22,22.62
Spout Springs Elementary School,Hall County,Urban,E,-4.589999999999989,-12.540000000000006,90.84,85.99,78.3,81.4,0.0,0.0,0.0,0.0,85.3,64.71,58.33,63.2,53.64,57.28,97.24,91.39,55.72,64.28,0.0,0.0,0.0,0.0,0.0,0.0,54.72,58.49,61.61,66.08,82.34,85.5,46.27,57.47
Mount Vernon Elementary School,Hall County,Urban,E,-9.079999999999998,-12.620000000000005,85.94,85.42,73.32,76.34,0.0,0.0,0.0,0.0,0.0,0.0,56.25,63.38,58.0,58.0,89.14,88.36,37.15,44.29,0.0,0.0,0.0,0.0,0.0,0.0,46.36,43.65,40.63,46.88,74.61,77.97,41.47,36.59
Friendship Elementary School,Hall County,Urban,E,-7.829999999999998,-16.660000000000004,69.31,63.51,52.65,55.68,0.0,0.0,0.0,0.0,54.54,47.73,55.59,50.99,49.19,48.39,76.27,69.99,29.07,34.48,0.0,0.0,0.0,0.0,0.0,0.0,37.5,39.92,34.81,36.7,60.7,65.73,35.71,37.76
Chestatee Middle School,Hall County,Urban,M,-14.310000000000002,-7.869999999999997,56.43,67.47,48.56,53.16,0.0,0.0,0.0,0.0,57.5,67.5,46.11,59.01,45.14,56.74,68.45,78.58,20.27,32.6,0.0,0.0,0.0,0.0,0.0,0.0,41.32,46.53,37.57,42.1,65.21,69.49,21.64,30.23
Flowery Branch High,Hall County,Urban,H,-33.080000000000005,-14.379999999999995,82.55,74.48,68.17,41.4,0.0,0.0,63.06,0.0,57.91,53.34,68.07,57.97,69.64,61.72,90.37,83.39,43.22,27.28,0.0,0.0,0.0,0.0,0.0,30.0,51.67,43.24,47.66,36.21,77.4,45.49,15.79,14.77
Wauka Mountain Elementary School,Hall County,Urban,E,-1.1800000000000068,-0.9099999999999966,78.61,75.18,77.7,74.0,0.0,0.0,0.0,0.0,0.0,0.0,53.05,53.05,0.0,0.0,79.75,76.12,37.73,44.74,0.0,0.0,0.0,0.0,0.0,0.0,58.82,52.21,69.45,63.89,80.09,76.46,39.77,42.05
East Hall Middle School,Hall County,Urban,M,-27.409999999999997,-14.100000000000001,50.77,64.13,36.67,36.72,0.0,0.0,0.0,0.0,41.14,52.54,47.25,61.26,47.55,61.17,58.26,71.27,23.53,32.94,0.0,0.0,0.0,0.0,23.85,25.39,33.56,33.25,34.19,35.09,44.5,42.37,18.27,16.47
West Hall Middle School,Hall County,Urban,M,-21.069999999999993,-7.160000000000004,54.03,65.85,46.87,44.78,0.0,0.0,67.64,94.12,47.31,54.07,47.66,59.72,44.39,57.52,68.71,79.15,28.29,37.71,0.0,0.0,0.0,0.0,46.23,32.09,40.52,42.05,36.42,39.57,64.35,56.76,28.03,27.48
North Hall Middle School,Hall County,Urban,M,-6.1299999999999955,-1.6299999999999955,71.74,75.32,70.11,69.19,0.0,0.0,0.0,0.0,0.0,0.0,47.17,52.16,45.57,52.83,76.62,79.59,31.36,32.68,0.0,0.0,0.0,0.0,0.0,0.0,47.13,45.53,39.03,42.98,76.77,74.88,31.0,31.03
Cherokee Bluff Middle,Hall County,Urban,M,-2.9399999999999977,0.6500000000000057,64.28,66.95,64.93,64.01,0.0,0.0,0.0,0.0,45.45,43.77,43.03,45.5,42.86,44.03,73.37,77.34,20.93,23.5,0.0,0.0,0.0,0.0,37.51,34.0,40.46,32.96,38.21,34.97,75.67,76.03,23.89,18.54
Cherokee Bluff High School,Hall County,Urban,H,-19.18,-29.65,78.64,62.08,48.99,42.9,0.0,0.0,0.0,0.0,78.57,39.66,62.97,44.33,64.36,45.46,84.13,71.36,33.34,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58,28.73,32.95,36.17,55.51,48.53,17.5,30.0
World Language Academy Middle School,Hall County,Urban,M,-20.379999999999995,-8.329999999999998,79.5,76.49,71.17,56.11,0.0,0.0,0.0,0.0,0.0,0.0,53.94,57.31,63.19,60.86,100.0,98.9,43.49,47.83,0.0,0.0,0.0,0.0,0.0,0.0,54.21,44.58,59.67,44.01,94.54,84.38,36.54,40.39
White Sulphur Elementary School,Hall County,Urban,E,-10.11,-10.86,45.89,50.45,35.03,40.34,0.0,0.0,0.0,0.0,33.34,33.34,43.34,47.96,45.46,55.46,53.03,53.03,22.59,24.2,0.0,0.0,0.0,0.0,30.78,23.08,33.33,39.59,32.07,40.1,39.23,43.86,20.24,25.0
East Hall High School,Hall County,Urban,H,-22.75,-14.530000000000001,66.89,53.42,52.36,30.67,0.0,0.0,0.0,0.0,45.66,26.04,64.25,49.42,66.2,51.76,71.75,62.05,35.93,24.42,0.0,0.0,0.0,0.0,50.0,26.0,54.13,29.88,49.63,28.77,58.47,36.23,42.2,25.43
North Hall High School,Hall County,Urban,H,-24.480000000000004,-2.4099999999999966,74.66,65.28,72.25,40.8,0.0,0.0,0.0,0.0,0.0,0.0,55.88,42.45,59.14,39.68,78.74,71.04,41.36,40.25,0.0,0.0,0.0,0.0,0.0,0.0,42.86,41.86,25.69,24.19,81.12,45.43,46.55,25.01
Flowery Branch Elementary School,Hall County,Urban,E,-13.240000000000002,-14.649999999999999,59.71,61.18,45.06,47.94,0.0,0.0,0.0,0.0,49.99,52.71,48.83,49.62,47.06,46.32,67.42,69.94,15.28,27.78,0.0,0.0,0.0,0.0,26.09,19.57,33.33,35.13,25.84,34.16,55.34,57.01,19.33,22.1
Oakwood Elementary School,Hall County,Urban,E,-4.270000000000003,-11.979999999999997,64.35,60.35,52.37,56.08,0.0,0.0,0.0,0.0,63.65,54.55,57.02,53.19,57.89,56.47,70.44,63.44,37.07,31.9,0.0,0.0,0.0,0.0,46.88,50.0,48.83,52.75,45.98,50.89,66.35,70.59,33.05,36.21
Lanier Elementary School,Hall County,Urban,E,-23.430000000000007,-17.450000000000003,74.45,89.65,57.0,66.22,0.0,0.0,0.0,0.0,0.0,0.0,58.18,77.98,59.84,75.42,80.87,96.3,26.61,41.65,0.0,0.0,0.0,0.0,0.0,0.0,40.23,51.62,42.0,50.0,63.78,73.42,30.78,40.39
Riverbend Elementary School,Hall County,Urban,E,-2.4299999999999997,-17.830000000000005,66.95,62.43,49.12,60.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4,50.37,47.62,49.41,82.8,72.6,19.7,28.79,0.0,0.0,0.0,0.0,0.0,0.0,36.5,47.5,37.83,52.57,58.82,67.65,8.7,23.92
Chestnut Mountain Elementary School,Hall County,Urban,E,-9.14,-17.139999999999993,75.38,73.68,58.24,64.54,0.0,0.0,0.0,0.0,58.34,66.67,53.55,50.01,53.95,52.64,81.65,79.97,24.35,36.51,0.0,0.0,0.0,0.0,0.0,0.0,46.0,53.5,42.77,48.69,63.08,68.25,29.25,30.2
Lula Elementary School,Hall County,Urban,E,-8.489999999999995,-9.740000000000002,51.89,59.01,42.15,50.52,0.0,0.0,0.0,0.0,0.0,0.0,38.0,50.41,40.91,54.54,51.45,58.43,18.3,26.84,0.0,0.0,0.0,0.0,0.0,0.0,31.68,41.58,33.33,51.4,48.45,51.56,19.23,26.93
Sardis Elementary School,Hall County,Urban,E,-6.299999999999997,-11.589999999999996,66.96,65.08,55.37,58.78,0.0,0.0,0.0,0.0,0.0,0.0,54.85,54.21,45.98,47.71,76.99,73.03,36.55,36.55,0.0,0.0,0.0,0.0,0.0,0.0,40.59,42.74,37.67,37.67,61.85,68.39,36.89,33.62
South Hall Middle School,Hall County,Urban,M,-8.269999999999996,-0.990000000000002,56.36,61.86,55.37,53.59,0.0,0.0,92.86,100.0,37.78,42.22,44.47,51.26,42.92,49.42,89.17,93.38,23.97,27.74,0.0,0.0,93.19,93.18,44.45,36.77,43.83,43.07,44.93,43.7,83.58,81.89,27.78,28.97
Lyman Hall Elementary School,Hall County,Urban,E,-30.619999999999997,-26.439999999999998,52.61,55.62,26.17,25.0,0.0,0.0,0.0,0.0,42.33,43.84,46.66,52.02,65.4,69.24,68.97,77.59,21.74,33.71,0.0,0.0,0.0,0.0,18.44,19.37,26.17,25.0,43.19,34.1,35.42,30.0,17.15,18.07
McEver Elementary School,Hall County,Urban,E,-19.479999999999997,-13.399999999999999,59.15,68.74,45.75,49.26,0.0,0.0,0.0,0.0,0.0,0.0,54.53,64.33,53.42,65.45,77.97,76.43,18.43,28.95,0.0,0.0,0.0,0.0,0.0,0.0,43.58,48.58,45.34,48.75,46.77,51.61,8.34,6.26
Tadmore Elementary School,Hall County,Urban,E,-15.219999999999999,-13.96,53.36,66.61,39.4,51.39,0.0,0.0,0.0,0.0,0.0,0.0,52.38,65.31,48.57,64.12,80.3,83.33,29.28,41.47,0.0,0.0,0.0,0.0,0.0,0.0,43.57,53.81,40.96,52.13,26.19,47.62,20.0,38.75
Hancock Central Middle School,Hancock County,Rural,M,-11.870000000000001,-4.799999999999997,39.12,29.7,34.32,17.83,0.0,0.0,0.0,0.0,39.15,29.55,39.12,29.7,0.0,0.0,0.0,0.0,47.23,47.22,0.0,0.0,0.0,0.0,33.93,17.89,34.32,17.83,0.0,0.0,0.0,0.0,50.01,36.67
Hancock Central High School,Hancock County,Rural,H,-10.530000000000001,-12.770000000000003,50.27,13.47,37.5,2.94,0.0,0.0,0.0,0.0,50.5,13.99,50.27,13.47,0.0,0.0,0.0,0.0,11.78,5.86,0.0,0.0,0.0,0.0,39.29,3.06,37.5,2.94,0.0,0.0,0.0,0.0,0.0,0.0
Tallapoosa Primary School,Haralson County,Urban,E,4.990000000000002,-10.119999999999997,50.89,61.85,40.77,66.84,0.0,0.0,0.0,0.0,0.0,0.0,50.89,61.85,0.0,0.0,48.05,60.68,19.58,36.97,0.0,0.0,0.0,0.0,0.0,0.0,40.77,66.84,0.0,0.0,39.76,66.86,23.69,44.73
Buchanan Elementary School,Haralson County,Urban,E,-5.780000000000008,-4.649999999999999,54.18,66.04,49.53,60.26,0.0,0.0,0.0,0.0,0.0,0.0,54.18,66.04,0.0,0.0,54.84,66.85,23.69,37.5,0.0,0.0,0.0,0.0,0.0,0.0,49.53,60.26,0.0,0.0,49.32,59.97,23.15,34.25
Haralson County Middle School,Haralson County,Urban,M,-6.819999999999993,-1.9600000000000009,56.45,75.0,54.49,68.18,0.0,0.0,0.0,0.0,40.01,66.68,56.45,75.0,44.23,71.16,57.78,75.8,33.08,44.62,0.0,0.0,0.0,0.0,36.84,60.53,54.49,68.18,54.18,58.34,55.61,69.12,27.05,39.93
Buchanan Primary School,Haralson County,Urban,E,1.7900000000000063,-4.469999999999999,51.39,68.52,46.92,70.31,0.0,0.0,0.0,0.0,0.0,0.0,51.39,68.52,0.0,0.0,51.04,68.05,26.19,40.48,0.0,0.0,0.0,0.0,0.0,0.0,46.92,70.31,0.0,0.0,45.46,70.7,30.0,50.01
Haralson County High School,Haralson County,Urban,H,-20.25,-8.049999999999997,68.36,71.86,60.31,51.61,0.0,0.0,0.0,0.0,0.0,0.0,68.36,71.86,0.0,0.0,68.63,72.95,28.43,27.12,0.0,0.0,0.0,0.0,0.0,0.0,60.31,51.61,0.0,0.0,59.84,52.27,20.59,15.56
West Haralson Elementary School,Haralson County,Urban,E,-10.5,-12.25,54.69,59.1,42.44,48.6,0.0,0.0,0.0,0.0,0.0,0.0,54.69,59.1,0.0,0.0,55.76,60.03,29.18,35.71,0.0,0.0,0.0,0.0,0.0,0.0,42.44,48.6,0.0,0.0,41.8,48.41,24.7,30.63
Creekside School,Harris County,Urban,E,-9.739999999999995,-14.080000000000005,73.31,82.44,59.23,72.7,0.0,0.0,0.0,0.0,50.97,59.62,53.87,63.04,71.74,67.4,76.06,86.38,34.14,44.44,0.0,0.0,0.0,0.0,30.44,39.13,38.84,50.0,70.46,93.19,63.44,77.18,27.27,34.85
Park Elementary School,Harris County,Urban,E,-11.750000000000007,-16.769999999999996,72.71,74.43,55.94,62.68,0.0,0.0,0.0,0.0,47.17,53.77,62.15,67.3,0.0,0.0,85.0,86.5,44.83,55.18,0.0,0.0,0.0,0.0,40.64,46.89,44.74,52.67,0.0,0.0,63.16,69.48,54.76,69.05
Mulberry Creek Elementary School,Harris County,Urban,E,-10.709999999999994,-12.420000000000002,77.53,75.3,65.11,64.59,0.0,0.0,0.0,0.0,50.0,50.01,60.2,60.2,0.0,0.0,80.91,78.48,45.24,45.24,0.0,0.0,0.0,0.0,36.67,30.01,47.0,51.0,73.69,71.06,66.89,67.89,52.0,54.0
New Mountain Hill Elementary School,Harris County,Urban,E,-6.670000000000002,3.8900000000000006,77.1,84.74,80.99,78.07,0.0,0.0,0.0,0.0,50.0,57.5,66.93,75.4,0.0,0.0,79.8,88.35,47.06,58.82,0.0,0.0,0.0,0.0,0.0,0.0,48.49,60.61,0.0,0.0,82.47,77.62,48.27,56.9
Harris County High School,Harris County,Urban,H,-32.60000000000001,-19.0,83.36,65.93,64.36,33.33,0.0,0.0,0.0,0.0,62.88,46.14,65.53,42.25,89.59,65.79,87.48,70.22,36.43,20.74,0.0,0.0,0.0,0.0,45.0,0.0,44.77,0.0,69.64,0.0,68.05,29.42,31.09,0.0
Harris County Carver Middle School,Harris County,Urban,M,-15.129999999999995,-5.829999999999998,73.57,82.03,67.74,66.9,0.0,0.0,0.0,0.0,52.08,60.0,58.3,65.84,75.54,89.36,78.02,86.85,27.45,33.79,0.0,0.0,0.0,0.0,52.25,48.88,44.98,47.04,65.71,65.71,70.38,69.96,41.25,44.38
North Hart Elementary School,Hart County,Rural,E,-12.759999999999991,-13.209999999999994,68.85,72.96,55.64,60.2,0.0,0.0,0.0,0.0,30.0,34.0,56.67,62.13,65.01,75.01,74.77,78.2,34.48,38.8,0.0,0.0,0.0,0.0,20.38,29.63,39.16,48.84,43.1,43.11,62.43,66.93,29.63,35.85
